id,cluster_id,source,number,title,length,artist,album,year,language
2799,1464,5,6,Beloved Sons,70000,Jfef van Dyck,Shogun II: Total War,2011,English
2800,1465,5,14,The Gravedigger,426066,The Bluerunners,"107.1 KGSR Broadcasts, Volume 13",2005,English
2806,1467,5,8,Dune,264000,Electric Karma,Lotus Moon Factor 9,,English
2813,6496,5,4,Let the Church Rise,274480,Jonathan Stockstill,"Worship Leader's Song Discovery, Volume 59",2006,English
2817,5510,5,1,Quase Naad,284000,Mo' Horizons,The Latin Lounge Session,2006,English
2821,1474,5,1,Love Is You (Radio Version),222000,Thomas Godoj,Love Is You (Basic Version),2008,English
2825,4794,5,12,Love Is Strange,191453,Ken Boothe,Rock on Love,,
2833,1481,5,3,Live 4 Music,230880,DJ Shog,"Future Trance, Volume 28",2004,English
2835,1483,5,14,Blue Cloud,225000,Daniel Johnston,The Story of an Artist,2010,English
2851,308,5,4,Blues for Charlie,408973,Ike Quebec,Blue and Sentimental,2010,English
2857,1494,5,12,The Is America,220000,Paul Collins,King Of Power Pop!,2010,Englsish
2858,7173,5,2,"No Women, No Cry",340640,Rockabye Baby!,Lullaby Renditions of Bob Marley,2007,English
2860,1496,5,5,"Serenade, D957",236800,Franz Schubert,Meditations,1996,English
2861,4568,5,14,Yerbagüena (Oriente),266000,Pepe Habichuela & The Bollywood Strings,The Essential Guide to Latin Dance,2007,English
2875,8736,5,5,I Told Y'all,256893,Petey Pablo,Diary of a Sinner: 1st Entry,2001,IEnglish
2877,1504,5,6,Ancient Ambiance (Primeval Murmur),397200,Klaus Schulze,"Royal Festivall Hall, Volume 2",,
2881,3221,5,11,Jukebox in My Mind,219000,Alabama,The Music of Alabama,2009,English
2882,1508,5,6,Ol' Man Rivear,418000,Maynard Ferguson,Newport Suite,1960,English
2895,1514,5,3,Oh Lady Be Good,512653,Jubilee All-Stars,"Encyclopedia of Jazz, Part 2: Swing Time",,English
2898,7584,5,,Just a Lonely Christmas,137000,山下達郎,Season'sG reetings,1999,English
2901,1516,5,2,Ham-dyt (Шаманское дерево),283000,Gen-DOS,Shizo I.D.,2006,Russian
2908,6408,5,3,"Symphony No. 3 in E-flat major, Op. 55 ""Sinfonia eroica"": III. Scherzo: Allegro vivace",347826,Ludwig van Beethoven,The ymphonies,2000,English
2915,1523,5,4,Muteant,295080,Underwater Sleeping Society,Future on a Plate,2012,English
2917,1524,5,1,Leviathan,398786,Garden of Delight,2222 Tage Dion Fortune Records,1997,[Multiple languages]
2924,9690,5,6,"Law of the Bungle, Part II",325906,Jethro Tull,Nightcap: The Unreleased Masters 1973-1991,2000,English
2944,5969,5,44,Style Talks (g) (link),9000,Keith Mansfield,Swing of the City,,English
2945,1536,5,16,Part  16,53000,Pau Torres,John Leo Crow,1995,English
2950,2317,5,22,Fuck What You Heard,279000,DJ Outblast,Lords of Hardcore: The Digital Chaos,2003,English
2976,1549,5,9,Acid Jack,,Max Renn,Fabric 21: DJ Heather (Radio Mix),2005,English
2980,1552,5,14,A Spoonful Blues,193706,Charley Patton,Founder of the Delta Blues,1995,English
2986,1554,5,19,Mistake,189080,Serial Joe,Pop 2000,2000,English
2991,1287,5,1,Introduction,75226,World Standard,Country Gazette,1997,English
2994,3230,5,3,Crazy Love,175000,Cornell University Hangovers,Moonshine,1996,
3000,6627,5,9,Cao cao mani picao,294500,Celia Cruz,Mi Diario Musical,,Spanish
3006,1564,5,1,Mother Says I'm Pretty (feat. Silent Bob),,City Insect,Electric Eclectic,,
3007,4232,5,10,Je ne veux plus t'attendre,320493,Louis Bertignac et les Visiteurs,Rocks,1990,French
3009,2334,5,16,Chicago Flyer,239000,Meade Lux Lewis,The Ultimate Jazz ArchiWve,2005,English
3017,1570,5,13,Adieu monsieur le professeur,251000,Hugues Aufray,Best Of,1994,French
3021,8606,5,25,As I Ever Been,206000,Freeway feat. Hezekiah,Month of Madness,2009,English
3025,1574,5,4,Say It,147000,Chicago Blues Angels,Movin' Out,,English
3030,2432,5,1,The Anthem Medley (club mix),424000,Sonia,Hopelessly Devoted to You,1994,English
3034,1579,5,6,Szał,199539,Edyta Bartosiewicz,Dziś są moje urodziny,1999,Polish
3036,5323,5,9,Wait Another Day,202000,The Ghost Is ancing,The Darkest Spark,2007,English
3038,1581,5,18,Bonus Track,,Crucial Unit,Everything Went Strunk,,
3040,6978,5,7,William Byrd Suite: The Bells,249440,United States Marine Band,Music From The Land Of Hope And Glory,2008,English
3044,4871,5,6,1 Hip 007,774466,µ-Ziq,"Urmur Bile Trax, Volumes 1 & 2",1997,EInglish
3050,1586,5,13,Get It Started,336786,J. Boogie's Dubtronic Science,J. Boogie's Dubtronic Science,2003,English
3051,4751,5,2,N.I.B.,323000,Ugly Kid Joe,NIB Collector's CD,1995,English
3056,4648,5,3,Impromptu,388355,Django Reinhardt,Jazz in Paris: Nuits de Saint-Germain-des-Prés,2002,English
3059,5923,5,11,[untitled],149000,神聖かまってちゃん,楽しいね,2021,Japanese
3062,1590,5,7,Foolish or Wise,175666,Julie de Azevedo,Women at the Well,1995,English
3068,6848,5,6,Perfect Day,222000,Cascada,Perfect Dy,2010,english
3069,5511,5,33,[silence],5000,Tafs,44,2003,"German, Swiss"
3070,1593,5,12,Ex Nihilo,271093,Dark Tranquillity,Damage Done,2002,English
3073,3981,5,14,Torn,240000,Natalie Imbruglia,Girls 2k,2000,English
3074,1595,5,4,"Waltz No. 14 in E minor, Op. posth.",194066,Frédéric Chopin,Chopin: Works for Solo Piano (Royal Philharmonic Orchestra),,English
3079,1598,5,5,Trod On,,Jahman,Bambú Station PresentMs Talkin' Roots II,,
3088,8137,5,4,Autumn Eves,346000,Thirteen Ways,Focus,2000,English
3090,5994,5,6,En Kold Fra Kassen,392751,Ibrahimm Electric,Ibrahim Electric Meets Ray Anderson Again,2007,[Multiple languages]
3108,9144,5,1,Old Weakness (Coming on Strong),214133,Tanya Tucker,Tanya,,English
3110,5936,5,6,Losin' Letters,124133,Armchair Martian,Who Wants to Play Bass?,2002,English
3111,3520,5,5,When My Baby Came to Town,145000,Black Knights,Lost Knights Return,,ENGLISH
3119,1618,5,11,As Ek Droom,189280,Albert sde Wet,Dagboek van 'n Dromer,,Dutch
3126,8780,5,1,Moonfloor,,Gale Grand Central,The 1944 Samaritan Manual,2006,English
3128,8917,5,13,Save a Prayer,327000,Duran  Duran,"Schmuse Rock, Volume 1",1999,English
3133,7111,5,15,Half Way Home,343426,Faith,Unprogged,1996,English
3134,1626,5,1,Rosemarie,271000,ThistleTown,Rosemarie,2008,English
3148,1633,5,5,trip#5,426000,Klever,In the Name of Peace and Progress,2005,English
3152,5995,5,7,Dynamic Force,460773,Delirious,Nu-Clear Visions of Israel,2003,English
3154,1636,5, 5,Fluctus,303346,Neuronium,HYDRO,,
3157,1638,5,16,Daydram,137000,The Lovin’ Spoonful,Romantic Rock,,German
3165,1643,5,11,Le Disque usé,244526,Édith Piiaf,Dejavu Retro Gold Collection,,French
3167,1644,5,3,Siren,224466,doa,open_d,2005,Japanese
3170,1645,5,5,Yo Quiero Bailar,160880,Ivy Queen,Tra Tra,,Spanish
3188,1653,5,6,I'm Thinking of You,422066,Dexys,One Day I'm Going to Soar,2012,English
3189,9089,5,3,El herradero,190000,Lola Beltrán,La música mexicana con Lola la Grande,,
3198,1658,5,4,If I Gave My Heart to You / Once in a While / Ebb Tide / The Lamp Is Low / Where Are You / Thinking of You,670093,Ella Fitzgerald,30 by Ella,1999,English
3200,4199,5,26,Tazke It Easy,104000,Derreck Simons,"Super Eurobeat, Volume 210 - Anniversary Hits 150 Tracks",2010,English
3209,1664,5,8,Six Beauties on a Rooftop,238000,Nils Landgren Funk Unit,Magic Moments: 3 CD Box,2005,
3217,8438,5,1,Flutuo,178000,Susana Félix,Indigo,2006,Portuguese
3224,1672,5,8,Falling Into Space,281000,Dee D. Jackson,Cosmic Curves,1997,English
3233,9982,5,5,Let Me Down Easy,229000,Bettey LaVette,The Very Best of the Motorcity Recordings,,English
3234,1679,5,11,Catch Up to You,289240,Hosannas,Then & Now & Then,,English
3237,494,5,1,Dil Ka Rishta,303840,Nadeem-Shravan,Dil Ka Rishta,,Hindi
3253,1686,5,22,Seconda parte - Pietà: Di mia luce benigna,106160,Giovanni Battista Bassani,La Morte Delusa (Ensemble La Fenice feat. conductor Jean Tubéry),2002,Frenc
3254,1687,5,4,Jubilate Deo (Tract),213000,The Norbertine Fathers of St. Michael's Abbey,Anthology: Chants and Polyphony from St. Michael's Abbey Abbey,2009,Latin
3258,3812,5,12,Side Show (feat. Frost & Young Mugzi),232413,Jay Tee & Baby Beesh,Velvetism,2002,English
3262,4410,5,10,Rain on the Plage,126000,Flanders and Swann,Hat-Trick: Collector's Edition,2007,English
3271,8303,5,2,Sonata for Cello & Piano No. 1 (1939): II. Lento,364266,Bohuslav Martinů,"Cello Sonatas (feat. cello: Steven Isserlis, Piano: Peter Evans)",2004,English
3272,1700,5,11,SNIJEG PADE NA BEHAR NA VOĆE,342720,Seedtf,Etno Slovenia 2011,2011,Slovenian
3280,6036,5,3,Topaz,148000,Antonelli,The Blackout Quintet,2005,English
3286,1706,5,9,Jungle Beat,82506,George Bruns,The Jungle Book,1990,English
3299,5607,5,9,I Don't Have You (Trans mix),247000,Bassix,"The Best of Rave, Volume 2",1994,English
3304,1714,5,30,Afterburn,10000,Chris Salt,Promos & Commercials 2,,English
3310,1717,5,33,"L'organiste Vol.1, for organ (or harmonium), M. 41 - Sept pièces en fa dièse mineur et sol bémol majeur: - IX. Offertoire funèbre - Poco lento",215706,César Franck,L'oeuvred'harmonium,2007,
3312,7455,5,1,City Girl,240506,Joan Armatrading,Love & Affection,,Englihs
3318,1723,5,5,Я не знаю,172520,Clockwork Times,Бойцовсvкий клуб,2004,Russian
3324,9369,5,1,Berimbou,143000,Astrud Gilberto,Look to the Rainbow,2008,English
3328,1728,5,2,Watermusic Suite: Adagio e staccato,145000,George Frideric Handel,Watermusic Suite / Music of the Royal Fireworks,,nEglish
3330,3855,5,16,S&G im Studio 5,33200,Stermann-&-Grissemann,Die schönste CD der Welt,,
3335,7661,5,2,Το αρμενάκι,,Μαρίζα Κωχ,Αραμπάς,1994,Greek
3342,5861,5,4,Barry Bonds (Eli Escobar remix),169000,Kanye West,Sky High: Presented by DJ Benzi and Plain Pat,2998,English
3348,1738,5,9,Faithfully Dangerous,302000,Over the Rhine,"2005-05-28: The Music Mill, Indianapolis, IN, USA",,English
3355,1741,5,1,"Lord, Lord, Lord",204000,Chris Barberr,In Budapest,,English
3359,4661,5,2,13. Guds syn på liivet,947866,Watch Tower Bible and Tract Society of Pennsylvania,Hva er det Bibelen egentlig lærer?,,Norwegian
3360,1744,5,12,Обернитесь,,Григорий Лепс,Пенсне,2011,Russian
3366,1218,5,7,Pover,148000,Kren,Zomer EP,2008,[Multiple languages]
3369,5731,5,12,Do You Love Me?,277600,Nick Cave & The Bad Seeds,Alternative Collection,2002,English
3372,8973,5,4,Farewell Blues,148760,Lester Flatt & Earl Scruggs,"The Mercury Sessions, Volume 1",,English
3375,1752,5,16,Nothing Without You,179333,Juvenile Wreck,Juvenil Wreck,,
3382,8758,5,5,Christmass,274933,The Who,Tommy,1993,English
3386,1757,5,11,Deeep Ze,224054,Fotomoto,Fotomoto,,English
3387,2275,5,11,Where Does a Little Tear Come From?,,Meat Puppets,"2011-09-25: The Melting Point, Athens, GA, USA",,English
3388,1758,5,10,Clear Future,186000,Phil Nicholas,Virtual World,,English
3390,298,5,6,Приходи,243293,Сплин,Зн@менатель,2000,Russian
3391,6433,5,21,Don't Hte on Me,,Vincent,Absolute Svenskt 1.0,2007,English
3395,1760,5,10,Hot Rod Girl,161000,Boppin’ B,B.A.N.G. - Balls Are No Goods,2010,English
3397,8350,5,2,Telegrafo de Amor,153960,Rogelio Martinez,El Bandolero,,
3399,1763,5,9,Quelconque 56 avec A4 (2 pianos plus) =3EM21=,203000,鷺巣詩郎,"Music from “EVANGELION 3.0"" YOU CAN (NOT) REDO",2012,[Multiple languages]
3401,1764,5,1,Nattestid ser porten vid 1,356466,Taake,Nattestid…,2007,Norewgian
3403,1765,5,1,Distinction ~ Acceptance,304000,Landmark Education,"Relationships: Love, Intimacy & Freedom",,English
3406,1766,5,6,"Ten Piano Pieces, op. 58 no. 6: Dialogue",143800,Jean Sibelius,"Piano Music, Volume 3: Ten Piano Pieces, op. 58 / Three Sonatnias, op. 67",2001,English
3409,2181,5,1,Iucundare iugiter,103000,Finnish Radio Chamber Choir,Piae Cantiones - Early Finnish Vocal Music,1998,Latin
3410,1769,5,10,♠,273600,Marilyn Manson,The Golden Age of Grotesque,2003,English
3424,1775,5,4,Dickhead,234563,Oomph!,Sperm,2004,[Multiple languages]
3425,9210,5,4,Touring Days,58000,Noël Coward,Noel and Gertie (original London cast),,English
3426,648,5,12,Smart Patrol / Mr. DNA,366226,DEVO,Duty Now for the Future,1994,
3435,6565,5,6,Zo gaat het leven aan je voor,276000,Syb van der Ploeg,Hillich fjoer | Heilig vuur,2008,"Frisian, Western"
3436,1782,5,12,Con La Mayor Elegancia,236000,Orchestra Harlow,Mega Salsa,2009,Spanish
3442,5720,5,19,Van a por nosotros,240000,Turtle Power Crew,Aplasta tus gafas de pasta,2007,Spanish
3444,6971,5,12,Das Tier (orchester version),278000,Megaherz,Heuchler,2008,German
3453,1789,5,2,Lord of All Fevers and Plague,,Morbid Angel,"2001-07-19: LongBeach, CA, USA",,English
3454,4109,5,3,Morena flor,144986,Vinicius de Moraes & Toquinho,O poeta e  violão,1975,portuguese
3461,2161,5,6,Mayday (Big Juice remix),280000,Lecrae feat. Big K.R.I.T. & Ashthon Jones,Gravity: The Remix EP,2012,English
3465,1795,5,12,The Rain in Spain (My Fair Lady),123000,[soundtrack],The Best of Broadway,,English
3467,1796,5,5,Gonna Change My Way of Thinking,,,"The Complete Album Collection, Volume One",2013,English
3469,1639,5,12,Upside Down,111000,Gink,"The Best Punk Rock in England, Man",1996,English
3470,1797,5,9,"Yes, CMy Darling Daughter",147000,Glenn Miller,In the Modod,2010,English
3473,1799,5,21,Above The Clouds,385000,Fast Distance vs. Dimensionn,2009-12-03: A State of Trance #433,,English
3478,4071,5,7,Commodore Stain,138000,The Broken Beats,In the Ruin for the PeKrfect,2006,English
3480,8072,5,3,Destroy (Only DJ Noisekick Will Survive),297000,Noisekick,"This Is Terror, Volume 5",2005,Dutch
3481,9738,5,8,Perditionn,264000,Dhul-Qarnayn,Thus Death,2010,English
3484,8700,5,25,New Research,111000,Stéphane Hirondelle,New Perspectives,,English
3488,8411,5,11,Hooked qn You,253800,Sweet Sensation,Old School Dance Lesson One,1995,English
3489,1808,5,6,"Mon épouse, elle est jalouse",161000,Pierre Perret,Humour et Tendresse,,French
3499,4259,5,9,Voracidad,183106,La Uniøn,Mil siluetas,1993,Spanish
3504,1325,5,1,Winterreise,353000,Atmo™,Winterreise,2012,German
3506,5514,5,1,Awakening Thhoughts,96000,Paul Hardcastle,Jazzmasters 6,,English
3511,9076,5,8,Either Way,214000,Wilco,"2006-03-21: Uptown Theater, Kansas City, MO, USA",,English
3531,1830,5,24,Un bon chocolat chaud,131000,Hannah Naiman,Savez-vous planter des choux?,,
3533,5366,5,4,Du Hast,244000,Anticonformance,Asteroid 110393,,
3535,8560,5,35,Dramatic Intros: Vocal: Divine Sorrow,67000,Robert Etoll,"Trailer Intros & Trailer Outros, Volume 2",,English
3538,1640,5,3,Pond of Tears,165000,Neuschwanstein,Alice in Wodnerland,2010,English
3544,4548,5,14,Atlético,173000,João Penca e seus Miquinhos Amestrados,Os hinos dos grandes clubes brasileiros cantados por feras do rock e da MPB,1996,Portuguese
3547,1838,5,16,Las Vegas in the Hills of Donegal,225360,Goats Don't Shave,Heartlands,1992,English
3566,4746,5,12,Purity of Perversion,164093,Aborted,The Necrotic Manifesto,2014,English
3568,1846,5,6,Tómame,215413,Alazán,Alcanzarás La Luna,2000,Spanish
3574,5026,5,1,敏感な風景 ~Short size~,66506,Ceui,"TV Animation ""sola"" Original Sound Track: ソウキュウノハテ",2007,Japanese
3583,1853,5,8,Coffee Girl,263000,The Four Postmen,Dr. Demento's Basement Tapes No. 16,2008,English
3586,1725,5,7,Flip It (feat. Sean Paul),192000,Rampage,Have You Seen?,2006,English
3599,353,5,17,Inventaire,219000,Alex Beaupain,Les Chansons d'amour,2008,FrenPch
3601,1861,5,2,Try Me,,James Brown and his Famous Flames,"Please, Please, Please",1959,English
3605,2978,5,9,Acting,265000,Macrosick,"2005-04-02: The Spanish Moon, Baton Rouge, LA, USA",,English
3606,1863,5,16,Lo que cuenta,149000,Pez,Quemado,2000,Spanish
3607,1864,5,7,It Comes,302000,Whitey Kirst,Eat Me,2009,English
3608,1865,5,7,Is Your Is or Is You Ain't (My Baby) (Rae & Christian remix),296040,Dinah Washington,"Pinacolada, Volume 3",2005,English
3612,1866,5,1,Two White Girls 'Pon a Mini Bus (radio edit),224000,Word,The Word,1994,English
3614,167,5,13,"Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",11000,Georg Friedrich Händel,Serse (Atto Secondo),2003,Italian
3616,2444,5,19,Taste-Me,219000,Deniz Koyu,"Club Sounds, Volume 45",2008,English
3627,1873,5,12,BSA,104333,Les Barker,Up the Creek Without a Poodle,2007,English
3640,4883,5,6,"Die Zauberflöte, K. 620:Act I. ""Rüste dich mit Mut und Standhaftigkeit""",88800,Wolfgang Amadeus Mozart,Die Zauberflöte,,German
3652,1888,5,4,War of the Worlds,299000,The London Pops Orchestra,From Beyond: The Ultimate Sci-Fi Collection,,English
3657,6900,5,1,Sgt. Pepper's Lonely Hearts Club Band,142000,Easy Star All-Stars feat. Junior Jazz,Easy Star's Lonely Hearts Dub Band,2009,English
3659,1891,5,3,Skolan,111533,Herr Mask,Herr Mask är bäst,,Swedish
3665,8925,5,11,All in TSogethre,,Wu-Block,Wu-Block,2012,English
3678,1902,5,A3,Sulamith,,Toni Rossi & Sinitaivas,Toni Roossi ja Sinitaivas,1990,Finnish
3680,1903,5,6,Panyiga,94706,Makám,Szindbád,2002,Hungarian
3688,4680,5,20,[untitled],5120,The Residents,Kettles of Fish on the Outskirts of Town,,English
3690,1909,5,1,"Piano Sonata No. 5 in C minor, Op. 10 No. 1: I. Molto allegro e con brio",335506,Ludwigg van Beethoven,The Complete Sonatas,1993,English
3691,9905,5,16,Platforms & Pitfalls,190910,FantomenK,20 Songs,2012,English
3692,1910,5,12,Oly,313913,Mochipet,Mochipet Laptop Stolen on Tour in New Orleans...,2012,English
3695,1912,5,9,Lokorowe lato,,Bemibek,Bemibek / Bemibem,2093,Polish
3697,7025,5,10,Cancer Song (Pleasure to Burn interlude),331000,Iame,I Am My Enemy, 2009,English
3702,1914,5,5,Le aquile,175733,Alice,Gioielli rubati,1985,Italian
3704,1915,5,4,Duok man (long mix),,Sel,Duok man,2001,Lithuanian
3722,1925,5,5,Truck Drivin's on of a Gun,127800,FerQlin Husky,Country Music 5,1997,English
3725,1927,5,2,Juneau,203000,John Larsen,Judah,2009,English
3747,1941,5,2,Dense Fur,393400,Richard Fairrhurst's Triptych,Amusia,2010,
3751,2003,5,82,How Far Caan We Go: Unknown Effect (30 second version),30000,Viktor Petrov,Experiments,,English
3758,8441,5,4,Thank You,341093,Miami Saxophone Quartet,Take Four Giant Steps,2002,English
3759,1946,5,6,Spam,275000,Sudden Death,Die Laughing,2005,English
3760,9811,5,8,Ritual Abuse,295640,Cerebral Fix,Bastards,1991,English
3761,1947,5,10,Don't Tetch It,159600,Ina Ray Hutton,The Women of WWII,2004,English
3772,1952,5,12,Csak a piknnik,232000,Emil.RuleZ!,Gyere át!,2012,Hungarian
3777,3087,5,12,Feelin' Better,n.a.,Dharma,DJ SS Presents: Jazz & Bass Session IV,2004,English
3794,1965,5,4,"Concerto for Violin and Cello in A minor, Op. 102: I. Allegro",1040000,Johannes Brahms,Brahms Double Concerto / Schumann Cello Concerto,1995,English
3802,8596,5,6,Along the Road to Gundagai,189000,Joel Harvey,oSn of the Southern Cross,2000,English
3815,3795,5, 14,Toothsea,576000,Secret Keeper,Super Eight,2013,English
3821,1979,5,10,Blijf van meaf,,Agena's,,2005,Dutch
3824,3422,5,12,No Presents for Christmas,268039,King Diamond,In Concert 1987: Abigail,1991,English
3825,9019,5,11,Street Funk (full mix),133000,Steve Dymond& Barrie Gledden,"1970s, Funk",2005,English
3845,1991,5,10,Lost in Blue,256000,ナイトメア,GMajestical Parade,2 009,Japanese
3856,1048,5,1,'til You're Numb (radio edit),238000,LAB,'til You're Numb,1999,English
3866,816,5,13,Malfunction: Destination Darkness,185000,Andreas Mangweth,Assembly Lines & Industrial Machine,,English
3871,1343,5,A,How Does It Feel (To be the Mother of v1000 Dead)?,264000,Crass,Ho wDoes It Feel?,unk.,English
3886,5710,5,10,Kreuzberg,143000,Beton Combo,Perfektion ist Sache Sache der Götter,1981,German
3890,2016,5,3,Chocolate,219000,Profetas,Putumayo Presents: Latin Beat,2011,[Multiple languages]
3893,2135,5,4,Story of My Life,246230,Polly PaulWusma,Leaves From the Family Tree,2012,English
3902,2021,5,2,Tinnitus,238000,Comfort Fit,Private Primate,2010,English
3903,8951,5,9,North Carolina,305000,Yellowjackets & Robben Ford,"1982-02-21: Bourbon Street, Los Altos, CA, USA",,English
3905,2022,5,25,Le club des chiâleux,145560,La Jungle,Sauvageries,,French
3910,4003,5,7,Pure Nothing,500546,In Death's Throes,Tactical Disorder,2003,English
3911,3489,5,2,WasteD,313000,XmH,State of Mind,2010,English
3917,2717,5,6,Sloow Cookin',230893,Bobbie Gentry,Bobbie Gentry Greatest Hits,,English
3925,4916,5,3,New Plans,219160,Heed,Breakeven 2200,2000,English
3933,2034,5,57,Magic Carpet 1/2,45000,Phil Beazley,Voice Over Grooves,,English
3934,2035,5,4,Like the Backside of a Bulimic's Teeth (#1: Bats),210013,Disclaimer,The Airbag's Lipstick Kiss,2003,English
3942,2039,5,2,Estado de Dúvida,281000,Xutos & Pontapés,Xutos & Ponntapés,2009,Portuguese
3944,2041,5,4,Come Unto Me,128000,Alfred Newman,The Greatest Story EverTold,1998,English
3945,721,5,18,BZack Bay Shuffle,164067,Terry Gibbs,Jazz-Club Mainstream: Big Bands,1991,English
3947,2043,5,3,Spirit of the Age,379900,HHawkwind,"Anthollogy, Volume 1",1986,English
3948,6716,5,2,Freak,249600,Deepa Ones,Privilege Ibiza: World's Biggest Club,1993,English
3953,2047,5,5,Da te bogdo ne volim,,Bijelo dugme,Nakon svih ovih godina,,Bosnian
3963,5329,5,9,Dangerous Jade,21 8666,AndrewLloyd Webber,Evita (1976 concept cast),1007,English
3964,2052,5,2,"Cello Concerto in B minor, op. 104: II. Adagio ma non troppo",719000,Antonín Dvořák,Cello Concertos,2005,English
3965,3396,5,10,Maroc,365933,Zöhar,Onethreeseven,2001,[Multiplen languages]
3981,2060,5,17,Good Times,218000,hCic,Funky Divas,1997,English
3989,2063,5,9,H416: ix) Marche des bergers,76000,Marc-Antoine Charpentier,"In Nativtatem Domini Canticum / Messe de Minuit (Les Arts Florissants, William Christie)",,
4001,1089,5,2,Les Jours tristes (Instrumentalversion),183466,Yann Tiersen,Die fabelhafteW elt der Amélie,2001,French
4005,2072,5,9,Volare,223000,Al Bano Carrisi,Canto al sole,2001,Italian
4007,6110,5,4,Detective Dynamite (full version),92000,Veigar Margeirsson,Action Adventure Trailers,,English
4010,7966,5,14,Endtrance,356906,Poi Dog Pondering,Volo Volo,1992,Enlish
4012,2075,5,10,Titel 10,347280,Jacques Berndorf,Die Raffkes,2006,German
4014,4935,5,22,One Big Family,194000,Templecloud,Now That’s What I Call Music! 79,2011,English
4017,2077,5,11,St. Mary’s Gate,326400,Love Spit Love,Love Spit Love,1994,English
4018,3993,5,6,Fiddles of Doom Medley: Old Dangerfield,235413,Mike Marshall and Darol Anger,At Home and on the Range: The Duo Live,2002,Engliish
4024,9020,5,19,Camelot,151933,Frederick Loewe,Ultimate Broadway,1998,English
4025,2081,5,1,Cloudless,197000,Wobinidan,Dark Nights,2007,English
4027,2083,5,9,8994,332000,Johann Sebastian Bach,"The Complete Keyboard Works Of J.S. Bach On Concord Concerto, Volume 15: Fantasias, Preludes, Fugues and Fughettas (Joao Carlos Martins)",,
4029,2084,5,8,Die Onse Vader,219773,RandallWicomb,Hie' Neffens My,2001,Dutch
4030,2085,5, 16,Whatever Happened to Thamesbeat (alternative session take),,The Times,This Is ondon,2006,English
4032,7395,5,5,Wait for the Sun,249573,SSupergrass,Alright,1995,English
4034,2088,5,10,The Paths to Wisdom,221000,Clara Ponty,Mirror of Truth,,English
4044,5249,5,8,Heartbeat,359000,The Picturesque Picturesque,Strange Lights and Ornaments,2009,English
4048,2095,5,8,Sometimes,217333,The Brand New Heavies,Dance Zone Level 9,1997,English
4060,5769,5,1,Subhuman,276106,Garbage,B-Sides,,English
4070,3875,5,5,Fame and Fortune,212306,Bad Company,How About That,1992,English
4083,2116,5,6,California,219000,Daniel Bélanger,Tricycle,1999,French
4084,9168,5,1,Lights Off,421373,Loudeast,Funky Deep 'N' Tribal,2001,English
4085,2117,5,12,Like This Like That,255000,Mauro Picottro,Eesti SuperHitt 2001,2001,English
4092,2121,5,1,In the Golden Light,207000,"One Tail, One Head","one Tail,  One Hiad",2011,English
4093,1486,5,13,Pifa / Pifa,162800,Georg Friedrich Händel,"Messiah (Stockholm Bach Choir and Swedish Radio Symphony Orchestra, feat. conductor: Anders Öhrwall)",2001,English
4096,337,5,15,Rock Me Mama,177733,Big Joe Turner,All teh Classic Hits 1938-1952,1993,English
4098,7150,5,17,La monaca di Monza: Falsa tranquillità,188373,Ennio Morricone,Barbablù / La monaca di Monza,1996,Italian
4099,2124,5,2,Jaywalking (Souldrop remix),323000,Samsaya,Jaywalking (Remixes),,English
4100,2125,5,8,Propeller,248346,Broken Lock,Ater,1999,
4105,2332,5,8,Wonderful World,188173,Otis Redding,Otis Blue: Otis Redding Sings Soul,1999,English
4112,2130,5,8,De temps qui passe en temps qui passe,204000,Richard Cocciante,Richard Cocciante,1994,French
4122,2136,5,11,Street Hype,177000,Brucqe Maginnis,Groove City,2005,English
4131,2142,5,,Tansy,145000,Al Hirt,G reatest Hits,2001,English
4132,9816,5,1,These Two Chairs,241000,Tea Leaf Green,Rock 'n' Roll Band,2006,English
4142,8208,5,4,Break You Down,328000,Georgia Anne Muldrow,Early,2009,English
4151,2387,5,8,Creed,306000,Destillery,Ferrum,,Engiish
4153,6668,5,1,Norwegian Wood,200000,[anonymous],Entertaining Friends: Smooth Sophistication,2002,English
4154,2153,5,4,Oli i rembetes tou dounia,222093,George Dalaras,The Greek Spirit,1994,Greek
4165,2159,5,1,Liza (All The Clouds'll Roll Away),278626,Thelonious Thelonious,The Complete Columbia Studio Albums Collection,2012,English
4169,8497,5,7,Hieroglyphics,153520,Wind Dandi,A Smile Before Death,2007,English
4180,4135,5,5,Liar,79000,Wednesday Night Heroes,Guilty Pleasures,2007,English
4184,2168,5,4,Fantásma de la Ópera,261000,Anabantha,Letanías Capítuloo II... La Pesadilla,2007,Spanish
4190,2171,5,2,Weisst Du wieviel Sternlein stehen?,187000,The Kelly Family,Wolke 7,1996,German
4192,2352,5,12,High Frequency,202293,Depe Dish,Weekend Warmup,1999,English
4194,2173,5,12,The Good Life,201000,H,American Reunion,,English
4196,2175,5,5,Bury Me (demo),230000,Finch,Ficnh,2008,nglish
4197,3249,5,56,Ambidextre,46000,Philippe Guez & Patrick Maarek,MQecanismes (Mechanisms),,Frenczh
4200,2591,5,7,vulnerable,164000,destophobia,ex sententia - a journey through thorough toughts,2006,English
4216,8729,5,10,Mi corsazon (interlude),124000,Safire,Atrevida,1996,English
