name,phone,address,zip,cuisine,website,id,road_name,road_dir,road_number,city
Bob's Steak & Chop House,(214) 528-9446,"4300 Lemmon Avenue, Dallas",75219,Steakhouse,,zomato_2_1495,,,,
Jonathon's Oak Cliff,(214) 946-2221,"1111 N Beckley Avenue, Dallas",75203,American,,zomato_2_1496,1St,E,329.0,los angeles
Hoffbrau Steaks,(214) 742-4663,"311 N Market Street, Dallas",75202,"Steakhouse,Southern",,zomato_2_1497,Main,N,3111.0,los angeles
Perry's Steakhouse & Grille,(214) 855-5151,"2000 McKinney Avenue, Suite 100, Dallas",75201,"Steakhouse,Seafood",,zomato_2_1498,,,,
Barbec's,(214) 321-5597,"8949 Garland Road, Dallas",75218,"American,Tex-Mex,Southern",,zomato_2_1499,,,,
Y.O. Ranch Steakhouse,(214) 744-3287,702 Ross Avenue,75202,"American,Steakhouse",,zomato_2_1504,Hyperion,,2547.0,los angeles
Campisi's Egyptian Louge,(214) 827-0355,"5610 E Mockingbird Lane, Dallas",75206,"Italian,Pizza",,zomato_2_1505,2Nd,E,351.0,los angeles
Cafe Brazil,(214) 461-8762,"3847 Cedar Springs Road, Dallas",75219,"American,Tex-Mex,Coffee and Tea",,zomato_2_1507,,,,
Nobu - The Crescent Hotel,(214) 252-7000,"The Crescent Hotel, 400 Crescent Court, Dallas",75201,"Fusion,Japanese,Sushi",,zomato_2_1508,Fairfax,N,426.0,los angeles
Henk's European Deli and Black Forest Bakery,(214) 987-9090,"5811 Blackwell St, Dallas",75231,"German,Sandwich",,zomato_2_1510,,,,
Taco Diner,(214) 521-3669,"3699 McKinney Avenue, Dallas",75204,Tex-Mex,,zomato_2_1511,Melrose,,7228.0,los angeles
Sangria Tapas Y Bar,(214) 520-4863,"4524 Cole Avenue, Dallas",75205,"Spanish,Tapas",,zomato_2_1512,,,,
Villa-O,(214) 780-1880,"4514 Travis Street, Dallas",75205,"Italian,Mediterranean",,zomato_2_1513,Beverly,,2122.0,los angeles
Tony's Pizza & Pasta,(214) 503-0388,"10233 E Northwest Highway, Dallas",75238,"Italian,Pizza",,zomato_2_1515,Culver,,12740.0,los angeles
Ellen's Southern Kitchen,(469) 206-3339,"1718 North Market Street, Dallas",75202,"American,Southern",,zomato_2_1516,,,,
Gloria's Latin Cuisine,(214) 874-0088,"3715 Greenville Avenue, Dallas",75206,Tex-Mex,,zomato_2_1517,2Nd,E,314.0,los angeles
Off-Site Kitchen,(214) 741-2226,"331 Singleton Boulevard, Suite 100, Dallas",75212,"Burger,American",,zomato_2_1519,,,,
Norma's Cafe,(214) 946-4711,"1123 W Davis Street, Dallas",75208,"Diner,American",,zomato_2_1520,Sunset,,6601.0,los angeles
Wild Salsa,(214) 741-9453,"1800 Main Street, Suite 100, Dallas",75201,Mexican,,zomato_2_1521,Melrose,,7111.0,los angeles
Pappadeaux Seafood Kitchen,(214) 358-1912,"10428 Lombardy Lane, Dallas",75220,"Seafood,Southern,Cajun",,zomato_2_1524,,,,
Bangkok City Restaurant,(214) 824-6200,"4301 Bryan Street, Suite 101, Dallas",75204,"Asian,Thai",,zomato_2_1525,3Rd,E,800.0,los angeles
Oddfellows,(214) 944-5958,"316 W 7th Street, Dallas",75208,"American,Coffee and Tea",,zomato_2_1527,,,,
Vickery Park,(214) 827-1432,"2810 N Henderson Avenue, Dallas",75206,American,,zomato_2_1528,,,,
Burger Bueno,(972) 387-3400,"13021 Coit Road, Dallas",75240,Burger,,zomato_2_1530,Olympic,W,11301.0,los angeles
S & D Oyster Company,(214) 880-0111,"2701 McKinney Avenue, Dallas",75204,Seafood,,zomato_2_1531,,,,
Stratos Greek Taverna,(214) 352-3321,"2907 W Northwest Highway, Dallas",75220,"Greek,Mediterranean",,zomato_2_1532,La Brea,S,1356.0,los angeles
Luck,(469) 250-0679,"3011 Gulden Lane, Suite 112, Dallas",75212,Southern,,zomato_2_1533,3Rd,W,8048.0,los angeles
Meso Maya,(214) 484-6555,"1611 McKinney Avenue, Dallas",75202,Mexican,,zomato_2_1534,,,,
The Blue Fish,(972) 250-3474,"18149 Dallas Parkway, Suite 100, Dallas",75287,"Japanese,Seafood,Sushi",,zomato_2_1535,,,,
Dallas Grilled Cheese Co.,(214) 944-5515,"310 W 7th Street, Dallas",75208,"American,Sandwich",,zomato_2_1537,,,,
Cosmic Cafe,(214) 521-6157,"2912 Oak Lawn Avenue, Dallas",75219,"Indian,Mediterranean",,zomato_2_1538,,,,
Nonna,(214) 521-1800,"4115 Lomo Alto Drive, Dallas",75219,Italian,,zomato_2_1541,,,,
The Oceanaire Seafood Room - Westin Galleria Dallas,(972) 759-2277,"Westin Galleria Dallas, 13340 Dallas Parkway, Level One, Dallas",75240,"American,Seafood",,zomato_2_1542,,,,
Cowboy Chicken,(214) 234-0505,"5315 Greenville Avenue, Dallas",75206,American,,zomato_2_1543,Olympic,W,2716.0,los angeles
The Capital Grille,(214) 303-0500,"500 Crescent Court, Dallas",75201,"Seafood,Steakhouse",,zomato_2_1544,,,,
Gui Korean Japanese Bistro & Bar,(214) 720-9229,"2719 McKinney Avenue, Dallas",75204,"Japanese,Korean",,zomato_2_1545,,,,
Local,(214) 752-7500,"2936 Elm Street, Dallas",75226,New American,,zomato_2_1547,Hollywood,,5112.0,los angeles
Roccos Uptown Pizza & Pasta,(214) 871-9207,"2717 Howell Street, Suite A, Dallas",75204,"Italian,Pizza",,zomato_2_1550,Crenshaw,,4859.0,los angeles
Tei Tei Robata Bar,(214) 828-2400,"2906 N Henderson Avenue, Dallas",75206,"Japanese,Sushi",,zomato_2_1551,Hillhurst,,2044.0,los angeles
CBD Provisions - The Joule,(214) 261-4500,"The Joule, 1530 Main Street, Dallas",75201,"New American,Southern,Beverages",,zomato_2_1552,,,,
Two Guys From Italy,(972) 247-6814,"11637 Webb Chapel Road, Dallas",75229,"Italian,Pizza",,zomato_2_1554,Robertson,S,1515.0,los angeles
Saint Ann Restaurant & Bar,(214) 782-9807,"2501 N Harwood Street, Dallas",75201,"American,European,International",,zomato_2_1556,,,,
Veracruz Cafe,(214) 948-4746,"408 N Bishop Avenue, Suite 107, Dallas",75208,Mexican,,zomato_2_1557,Olympic,W,1833.0,los angeles
Mai's Vietnamese,(214) 826-9887,"4812 Bryan Street, Suite 100, Dallas",75204,"Asian,Vietnamese",,zomato_2_1558,,,,
Bolsa,(214) 367-9367,"614 W Davis Street, Suite 100, Dallas",75208,New American,,zomato_2_1560,,,,
Bread Winners,(214) 754-4940,"3301 McKinney Avenue, Dallas",75204,"American,Bakery",,zomato_2_1561,,,,
Red Hot & Blue,(214) 368-7427,"9810 N Central Expressway, Suite 600, Dallas",75231,"BBQ,Burger,Seafood",,zomato_2_1563,Wilshire,,3914.0,los angeles
Bubba's Cooks Country,(214) 373-6527,"6617 Hillcrest Avenue, Dallas",75205,"American,Diner,Southern",,zomato_2_1564,,,,
Jake's,(214) 754-8001,"2702 McKinney Avenue, Dallas",75204,"American,Burger",,zomato_2_1566,Olympic,W,314.0,los angeles
Deep Sushi,(214) 651-1177,"2624 Elm Street, Dallas",75226,"Japanese,Sushi",,zomato_2_1567,Sunset,W,2619.0,los angeles
The Cheesecake Factory,(214) 373-4844,"7700 W Northwest Highway, Dallas",75225,"American,Desserts",,zomato_2_1568,,,,
Little Katana,(214) 443-9600,"4527 Travis Street, Dallas",75205,"Asian,Japanese,Korean,Sushi",,zomato_2_1570,,,,
Sonny Bryan's Smokehouse,(214) 357-7120,"2202 Inwood Road, Dallas",75235,BBQ,,zomato_2_1571,Hill,N,936.0,los angeles
Urban Taco,(214) 922-7080,"3411 McKinney Avenue, Dallas",75204,Mexican,,zomato_2_1574,Melrose,,8284.0,los angeles
Garden Cafe,(214) 887-8330,"5310 Junius Street, Dallas",75214,"Cafe,American,Sandwich",,zomato_2_1575,,,,
Metropolitan Cafe,(214) 741-2233,"2032 Main Street, Dallas",75201,American,,zomato_2_1576,3Rd,W,8050.0,los angeles
Souk,(469) 458-2233,"3011 Gulden Lane, Suite 114, Dallas",75212,Moroccan,,zomato_2_1577,,,,
Cindi's,(214) 739-0918,"11111 N Central Expressway, Dallas",75243,"Deli,Cafe",,zomato_2_1579,Beverly,,4653.0,los angeles
Asian Mint,(214) 363-6655,"11617 N Central Expressway, Dallas",75243,"Asian,Thai",,zomato_2_1583,Fairfax,N,412.0,los angeles
La Calle Doce,(214) 941-4304,"415 West 12th Street, Dallas",75208,"Mexican,Seafood",,zomato_2_1584,,,,
Texas de Brazil,(214) 720-1414,"2727 Cedar Springs Road, Dallas",75201,"Brazilian,Steakhouse",,zomato_2_1585,Pico,W,5583.0,los angeles
The Social House,(214) 999-0046,"2708 Routh Street, Dallas",75201,American,,zomato_2_1588,Onizuka,S,123.0,los angeles
Urban Taco,(214) 823-4723,"5331 E Mockingbird Lane, Suite 125, Dallas",75206,Mexican,,zomato_2_1589,,,,
Elaine's Kitchen,(214) 565-1008,"2717 Martin Luther King Jr Boulevard, Dallas",75215,"American,Caribbean",,zomato_2_1590,,,,
Mike Anderson's BBQ,(214) 630-0735,5410 Harry Hines Boulevard,75235,BBQ,,zomato_2_1592,,,,
Blue Mesa Grill,(214) 378-8686,"7700 W Northwest Hwy, Dallas",75225,Southwestern,,zomato_2_1593,Vermont,S,239.0,los angeles
Desperados Mexican Restaurant,(214) 363-1850,"4818 Greenville Avenue, Dallas",75206,Tex-Mex,,zomato_2_1595,Melrose,,7275.0,los angeles
Keller's Hamburgers,(214) 319-6060,"10226 Garland Road, Dallas",75218,American,,zomato_2_1597,,,,
Original Pancake House,(214) 528-7215,"2900 Lemmon Avenue, Dallas",75204,American,,zomato_2_1598,,,,
Hypnotic Donuts,(214) 668-6999,9007 Garland Road,75218,Donuts,,zomato_2_1599,Western,N,429.0,los angeles
Ziziki's Restaurant,(469) 232-9922,"11661 Preston Road, Suite 309, Dallas",75230,"Greek,Mediterranean",,zomato_2_1600,Sunset,W,2135.0,los angeles
Mama Mia Pizza & Pasta,(214) 744-6262,"2935 Elm Street, Dallas",75226,"Italian,Pizza",,zomato_2_1603,Melrose,,5955.0,los angeles
Hillstone,(214) 691-8991,"8300 Preston Road, Suite A, Dallas",75225,"American,Seafood,Steakhouse",,zomato_2_1605,6Th,W,3450.0,los angeles
Uchi,(214) 855-5454,"2817 Maple Avenue, Dallas",75201,"Japanese,Sushi",,zomato_2_1606,,,,
Avanti Ristorante,(214) 871-4955,"2720 McKinney Avenue, Dallas",75204,"Italian,Mediterranean,Seafood",,zomato_2_1609,The Line Hotel 3515 Wilshire,,-1.0,los angeles
Maracas Cocina Mexicana,(214) 748-7140,2914 Main Street,75226,"Mexican,Tex-Mex",,zomato_2_1610,,,,
The Boiling Crab,(972) 272-7086,"10560 Walnut Street, Suite 100, Dallas",75243,"Southern,Cajun",,zomato_2_1611,9Th,W,705.0,los angeles
Tupinamba,(972) 991-8148,"9665 N Central Expressway, Suite 142, Dallas",75231,Tex-Mex,,zomato_2_1613,,,,
Picasso's,(214) 553-8100,"7215 Skillman St, Dallas",75231,"American,Italian,Pizza",,zomato_2_1614,Hillhurst,,1650.0,los angeles
Mama's Daughter's Diner,(214) 742-8646,"2014 Irving Boulevard, Dallas",75207,Diner,,zomato_2_1615,,,,
Kona Grill,(214) 369-7600,"NorthPark Center, 8687 North Central Expressway, Level One, Dallas",75225,"Japanese,Seafood",,zomato_2_1617,Broadway,N,1901.0,los angeles
Banana Leaf,(972) 713-0123,"17370 Preston Rd, Dallas",75252,Thai,,zomato_2_1620,Sunset,,1700.0,los angeles
RJ Mexican Cuisine,(214) 744-1420,"1701 North Market Street, Suite 101",75202,Mexican,,zomato_2_1621,,,,
India Palace Restaurant & Bar,(972) 392-0190,"12817 Preston Road, Suite 105, Dallas",75230,"Indian,Vegetarian",,zomato_2_1622,Sunset,W,8000.0,los angeles
La Calle Doce,(214) 824-9900,"1925 Skillman Street, Dallas",75206,"Mexican,Seafood",,zomato_2_1624,,,,
Aw Shucks Oyster Bar,(214) 821-9449,"3601 Greenville Avenue, Dallas",75206,Seafood,,zomato_2_1625,Beverly,,8020.0,los angeles
Sal's Pizza,(214) 522-1828,"2525 Wycliff Avenue, Dallas",75219,"Italian,Pizza",,zomato_2_1626,Silver,,1637.0,los angeles
Cane Rosso,(214) 741-1188,"2612 Commerce Street, Suite 101, Dallas",75226,"Pizza,Italian",,zomato_2_1627,,,,
Peggy Sue BBQ,(214) 987-9188,"6600 Snider Plaza, Dallas",75205,"American,BBQ",,zomato_2_1628,Century,W,10.0,los angeles
Olivella's Neo Pizza Napoletana,(214) 522-9898,"2340 Victory Park Lane, Dallas",75219,"Italian,Pizza",,zomato_2_1630,8Th,W,3136.0,los angeles
Zenna,(214) 720-9998,"300 N Akard Street, Dallas",75201,"Japanese,Thai,Sushi",,zomato_2_1633,,,,
Kenichi,(214) 871-8883,"2400 Victory Park Lane, Dallas",75219,"Asian,Japanese,Sushi",,zomato_2_1635,,,,
Sweet Georgia Brown,(214) 375-2020,"2840 E Ledbetter Drive, Dallas",75216,BBQ,,zomato_2_1638,,,,
Press Box Grill,(214) 747-8226,"1623 Main Street, Suite 101, Dallas",75201,"Bar Food,American",,zomato_2_1640,,,,
Pakpao Thai Restaurant,(214) 749-7002,"1628 Oak Lawn Avenue, Suite 120",75207,Thai,,zomato_2_1641,,,,
Porta di Roma,(214) 752-0855,"1623 Main Street, Dallas",75201,Italian,,zomato_2_1644,,,,
Mario Sabino's Mexican and Salvadoran,(214) 599-9744,"5404 Lemmon Avenue, Dallas",75209,"Latin American,Mexican",,zomato_2_1645,Fountain,,4501.0,los angeles
Komali,(214) 252-0200,"4152 Cole Avenue, Suite 106, Dallas",75204,"Mexican,American,Fusion",,zomato_2_1646,City,,-1.0,los angeles
DaLat Restaurant and Bar,(214) 827-3200,"2537 N Fitzhugh Avenue, Dallas",75206,"Vietnamese,Ramen",,zomato_2_1647,,,,
Twisted Root Burger Company,(214) 361-2910,"5609 SMU Boulevard, Suite 102",75206,"Burger,American",,zomato_2_1648,,,,
Kozy Kitchen,(214) 219-5044,"4433 McKinney Avenue, Dallas",75205,New American,,zomato_2_1651,,,,
Fernando's Mexican Cuisine,(214) 351-9010,"4347 W Northwest Highway, Suite 100, Dallas",75220,"Mexican,Tex-Mex",,zomato_2_1654,Melrose,,7963.0,los angeles
Cremona,(214) 871-1115,"2704 Worthington Street, Dallas",75204,"Italian,Pizza",,zomato_2_1655,,,,
The Mercury,(972) 960-7774,"11909 Preston Road, Suite 1418, Dallas",75230,"American,Seafood,Sushi",,zomato_2_1656,,,,
Off the Bone Barbeque,(214) 565-9551,"1734 S Lamar Street, Dallas",75215,BBQ,,zomato_2_1657,,,,
Buzzbrews,(214) 521-4334,"4334 Lemmon Avenue, Dallas",75219,American,,zomato_2_1663,Hollywood,,6801.0,los angeles
Zuzu,(214) 828-2231,"4140 Abrams Road, Dallas",75214,Tex-Mex,,zomato_2_1664,,,,
Tei An,(214) 220-2828,"One Arts Plaza, 1722 Routh Street, Suite 110, Dallas",75201,"Asian,Japanese",,zomato_2_1665,Beachwood,N,2695.0,los angeles
Liberty Burger,(972) 239-2100,"Forestwood Center, 5211 Forest Lane, Dallas",75244,"Burger,American",,zomato_2_1668,,,,
The Grape,(214) 828-1981,"2808 Greenville Avenue, Dallas",75206,New American,,zomato_2_1671,,,,
The Porch,(214) 828-2916,"2912 N Henderson Avenue, Dallas",75206,"American,Burger",,zomato_2_1672,,,,
Morton's The Steakhouse,(214) 741-2277,"2222 McKinney Avenue, Suite 200, Dallas",75201,Steakhouse,,zomato_2_1674,,,,
Ravenna Urban Italian Restaurant,(214) 744-9333,"1301 Main Street, Dallas",75202,Italian,,zomato_2_1675,,,,
Chop House Burger,(214) 741-2747,"1501 Main Street, Dallas",75201,Burger,,zomato_2_1677,6Th,W,3465.0,los angeles
Luscher's Red Hots,(214) 434-1006,"2653 Commerce Street, Dallas",75226,"Sandwich,American",,zomato_2_1678,,,,
Shinsei,(214) 352-0005,"7713 Inwood Road, Dallas",75209,"Japanese,Sushi",,zomato_2_1681,,,,
Dakota's Steakhouse,(214) 740-4001,"600 North Akard Street, Dallas",75201,Steakhouse,,zomato_2_1683,,,,
Torchy's Tacos,(972) 993-8226,"5600 SMU Boulevard, Suite 102, Dallas",75206,"Taco,Tex-Mex",,zomato_2_1687,,,,
CrushCraft Thai Street Eats,(972) 677-7038,"2800 Routh Street, Suite 150, Dallas",75201,Thai,,zomato_2_1689,Western,N,861.0,los angeles
LARK on the Park,(214) 855-5275,"2015 Woodall Rodgers Freeway, Dallas",75201,International,,zomato_2_1690,,,,
The Slow Bone Barbeque,(214) 377-7727,"2234 Irving Boulevard, Dallas",75207,BBQ,,zomato_2_1692,,,,
Cafe Pacific,(214) 526-1170,"24 Highland Park Village, Dallas",75205,"Seafood,Steakhouse,American",,zomato_2_1695,8Th,W,3455.0,los angeles
Pizza Lounge,(214) 887-6900,"841 Exposition Avenue, Dallas",75226,"Pizza,Sandwich",,zomato_2_1696,,,,
Cafe Express,(214) 999-9444,"3230 McKinney Avenue, Dallas",75204,"American,Healthy Food,Cafe",,zomato_2_1698,,,,
Cigarz Bona Pizza,(214) 319-0055,7238 Gaston Avenue,75214,Pizza,,zomato_2_1700,Central,S,132.0,los angeles
Taco Diner,(214) 696-4944,4011 Villanova Street,75225,Tex-Mex,,zomato_2_1702,,,,
Eddie V's Prime Seafood,(214) 890-1500,"4023 Oak Lawn Avenue, Dallas",75219,"Seafood,Steakhouse",,zomato_2_1703,,,,
Pluckers Wing Bar,(214) 363-9464,"5500 Greenville Avenue, Suite 406, Dallas",75206,"American,Bar Food",,zomato_2_1704,La Cienega,S,3560.0,los angeles
Pepe's & Mito's Mexican Cafe,(214) 741-1901,"2911 Elm Street, Dallas",75226,Tex-Mex,,zomato_2_1705,,,,
Japanese Cafe Tampopo,(214) 378-7676,"6130 Greenville Avenue, Suite 100, Dallas",75206,"Japanese,Sushi",,zomato_2_1706,,,,
Kuai Dumplings and Soups,(972) 789-1199,"325 N Saint Paul Street, Dallas",75201,"Asian,Chinese,Frozen Yogurt",,zomato_2_1708,,,,
Seafood Shack,(972) 406-0890,"11625 Webb Chapel Road, Dallas",75229,Seafood,,zomato_2_1712,Beverly,,8101.0,los angeles
J.G.'s Old Fashioned Hamburgers,(972) 644-8628,"12101 Greenville Avenue, Suite 109, Dallas",75243,"Burger,American",,zomato_2_1713,Chapman,,-1.0,los angeles
LYFE Kitchen,(214) 526-5933,"3699 McKinney Avenue, Dallas",75204,Healthy Food,,zomato_2_1714,Helms,,3229.0,los angeles
Tanoshii Ramen & Bar,(214) 651-6800,"2724 Commerce Street, Dallas",75226,"Japanese,Ramen",,zomato_2_1715,,,,
Dunston's Steak House,(214) 352-8320,"5423 West Lovers Lane, Dallas",75209,"Steakhouse,Burger",,zomato_2_1720,Sawtelle,,2123.0,los angeles
Hopdoddy,(214) 871-2337,"3227 McKinney Avenue, Dallas",75204,"Burger,American",,zomato_2_1724,Virgil,N,709.0,los angeles
Howard Wang's Uptown,(214) 954-9558,"3223 Lemmon Avenue, Dallas",75204,"Asian,Chinese",,zomato_2_1725,,,,
State and Allen,(214) 239-1990,"2400 Allen Street, Dallas",75204,"American,Pizza",,zomato_2_1726,,,,
Allgood Cafe,(214) 742-5362,"2934 Main Street, Dallas",75226,"American,Southern",,zomato_2_1727,Sunset,W,6660.0,los angeles
The Standard Pour,(214) 935-1370,"2900 McKinney Avenue, Dallas",75204,American,,zomato_2_1728,Hobart,N,1117.0,los angeles
Fireside Pies,(214) 357-3800,7709 Inwood Road,75209,Pizza,,zomato_2_1729,,,,
The Dixie House,(214) 826-2412,"6400 Gaston Avenue, Dallas",75214,"BBQ,American",,zomato_2_1730,,,,
Franki's Pizza and Pasta,(469) 335-0345,"11722 Marsh Lane, Unit 202, Dallas",75229,Italian,,zomato_2_1733,Beverly,,3909.0,los angeles
Rafa's Cafe,(214) 357-2080,"5617 W Lovers Lane, Dallas",75209,Tex-Mex,,zomato_2_1734,,,,
Betty's Best Around,(214) 826-2266,"3607 Greenville Avenue, Dallas",75206,"Asian,Chinese",,zomato_2_1735,,,,
Koryo Kalbi Korean BBQ,(972) 406-0087,"2560 Royal Lane, Suite 105, Dallas",75229,Korean,,zomato_2_1741,Venice,,10319.0,los angeles
In-N-Out,(800) 786-1000,"7940 N Central Expressway, Dallas",75206,Burger,,zomato_2_1743,Beverly,,8009.0,los angeles
Smoke,(214) 393-4141,"901 Fort Worth Avenue, Dallas",75208,"American,BBQ",,zomato_2_1749,Wilshire,,3377.0,los angeles
Howard Wang's China Grill,(214) 366-1606,"4343 W Northwest Highway, Suite 345",75220,"Asian,Chinese",,zomato_2_1750,,,,
i Fratelli Pizza,(214) 720-0070,"2815 Allen Street, Suite 124, Dallas",75204,Pizza,,zomato_2_1752,3Rd,W,8420.0,los angeles
Cedar's Mediterranean Mezza & Grill,(214) 373-8141,"8141 Walnut Hill Lane, Suite 1200, Dallas",75231,"Greek,Mediterranean",,zomato_2_1753,,,,
Dodie's Seafood Cafe,(214) 821-8890,"2129 Greenville Avenue, Dallas",75206,"Seafood,Southern,Cajun",,zomato_2_1756,Westwood,,2005.0,los angeles
Campisi's,(214) 350-2595,"5405 West Lovers Lane, Dallas",75209,"Italian,Pizza",,zomato_2_1757,8Th,W,3516.0,los angeles
Daddy Jack's,(214) 826-4910,"1916 Greenville Avenue, Dallas",75206,Seafood,,zomato_2_1758,,,,
Matt's Rancho Martinez,(214) 823-5517,"1904 Skillman Street, Dallas",75206,"Mexican,Tex-Mex",,zomato_2_1760,,,,
The Free Man Cajun Cafe & Lounge,(214) 377-9893,"2626 Commerce Street, Dallas",75226,Cajun,,zomato_2_1762,Cahuenga,N,1552.0,los angeles
Olivella's Neo Pizza Napoletana,(214) 528-7070,"3406 McFarlin Boulevard, Dallas",75205,"Italian,Pizza",,zomato_2_1764,,,,
20 Feet Seafood Joint,(972) 707-7442,"1160 Peavy Road, Dallas",75218,Seafood,,zomato_2_1766,Vermont,N,1757.0,los angeles
Amberjax,(469) 513-9088,"3011 Gulden Lane, Suite 107, Dallas",75212,"American,Seafood",,zomato_2_1768,Robertson,S,1128.0,los angeles
Zoli's NY Pizza Tavern,(214) 942-9654,"202 W Davis Street, Dallas",75208,"Italian,Pizza",,zomato_2_1769,,,,
Sissy's Southern Kitchen and Bar,(214) 827-9900,"2929 N Henderson Avenue, Dallas",75206,"Southern,New American",,zomato_2_1771,Melrose,,5200.0,los angeles
Flying Fish,(214) 696-3474,"6126 Luther Lane, Dallas",75225,Seafood,,zomato_2_1773,,,,
Hunky's,(214) 941-3322,"321 N Bishop Avenue, Dallas",75208,"Burger,Diner",,zomato_2_1776,,,,
Oliver's Eatery,(972) 818-5445,"4727 Frankford Road, Suite 373, Dallas",75287,American,,zomato_2_1778,,,,
The Mint,(214) 219-6468,"4246 Oak Lawn Avenue, Dallas",75219,"Asian,Desserts,Thai",,zomato_2_1780,Figueroa,N,702.0,los angeles
Sweet Tomatoes,(972) 385-7160,"15225 Montfort Drive, Addison",75248,Healthy Food,,zomato_2_1781,1/2 Wilshire,,3456.0,los angeles
Stephan Pyles,(214) 580-7000,"1807 Ross Avenue, Suite 200, Dallas",75201,"New American,Southwestern",,zomato_2_1782,1/2 N Cahuenga,,1623.0,los angeles
Fujiyama Sushi & Yakitori Bar,(972) 662-2885,"18217 Midway Road, Dallas",75287,"Japanese,Sushi",,zomato_2_1784,Wall,S,945.0,los angeles
Momo Italian Kitchen,(972) 234-6800,"8989 Forest Lane, Suite130, Dallas",75243,"Italian,Pizza",,zomato_2_1785,,,,
Salum,(214) 252-9604,"4152 Cole Avenue, Suite 103, Dallas",75204,New American,,zomato_2_1786,Pico,W,10928.0,los angeles
Dallas Chop House,(214) 736-7300,"1717 Main Street, Dallas",75201,Steakhouse,,zomato_2_1787,,,,
Torchy's Tacos,(214) 379-1550,"14760 Preston Road, Dallas",75254,"Taco,Tex-Mex",,zomato_2_1788,,,,
Ai Sushi Sake Grill,(214) 468-4587,"4123 Cedar Springs Road, Suite 102, Dallas",75219,"Asian,Japanese,Sushi",,zomato_2_1789,Rowena,,2903.0,los angeles
Fish City Grill,(214) 891-9979,"10720 Preston Road, Suite 1012, Dallas",75230,Seafood,,zomato_2_1790,,,,
Snuffer's,(214) 265-9911,"8411 Preston Road, Dallas",75225,"American,Burger",,zomato_2_1792,Main,S,524.0,los angeles
Dragonfly - Hotel Zaza,(214) 550-9500,"Hotel Zaza, 2332 Leonard Street, Dallas",75201,New American,,zomato_2_1795,La Brea,N,1655.0,los angeles
Woodlands American Grill,(972) 239-2024,"6073 Forest Lane, Dallas",75230,"American,Seafood",,zomato_2_1799,Allison,,1356.0,los angeles
Baboush,(214) 599-0707,"3636 McKinney Avenue, Suite 160, Dallas",75204,Moroccan,,zomato_2_1801,Melrose,,7371.0,los angeles
Sevy's Grill,(214) 265-7389,"8201 Preston Road, Dallas",75225,"American,International",,zomato_2_1802,,,,
Kosta's Cafe,(214) 987-3225,"4914 Greenville Avenue, Dallas",75206,"Greek,Mediterranean",,zomato_2_1808,,,,
Naga Thai Kitchen and Bar,(214) 953-0023,"665 High Market Street, Dallas",75219,"Asian,Thai",,zomato_2_1809,Sunset,W,6464.0,los angeles
In-N-Out,(800) 786-1000,"7909 LBJ Freeway, Dallas",75240,Burger,,zomato_2_1812,Pico,W,2771.0,los angeles
Cindi's,(972) 241-9204,"3565 Forest Lane, Dallas",75234,"Cafe,Sandwich,Deli",,zomato_2_1813,,,,
Rex's Seafood,(214) 351-6363,"5200 West Lovers Lane, Suite 100, Dallas",75209,Seafood,,zomato_2_1817,Santa Monica,,5101.0,los angeles
Si Lom Thai Asian Fusion,(214) 780-0983,"3300 Oak Lawn Avenue, Suite 110, Dallas",75219,"Asian,Thai,Fusion",,zomato_2_1818,,,,
Chubby's Family Restaurant,(214) 348-6065,"11331 E Northwest Highway, Dallas",75238,American,,zomato_2_1819,3Rd,W,4055.0,los angeles
St. Pete's Dancing Marlin,(214) 698-1511,"2730 Commerce Street, Dallas",75226,"Seafood,Italian,Bar Food",,zomato_2_1821,,,,
Grub Burger Bar,(972) 370-3636,"4925 Greenville Avenue, Dallas",75243,"American,Burger",,zomato_2_1822,,,,
Lover's Pizza Pasta & Grill,(214) 321-2223,9440 Garland Road,75218,Pizza,,zomato_2_1824,Wilshire,,5515.0,los angeles
Razzoo's,(972) 235-3700,"13949 N Central Expressway, Dallas",75243,"Seafood,Cajun",,zomato_2_1826,Sepulveda,S,9149.0,los angeles
El Ranchito,(214) 946-4238,"610 W Jefferson Boulevard, Dallas",75208,Mexican,,zomato_2_1830,,,,
Bandito's Tex Mex Cantina,(214) 750-6100,"6615 Snider Plaza, Dallas",75205,"Mexican,Tex-Mex",,zomato_2_1832,,,,
Baker's Ribs,(214) 748-5433,"3033 Main Street, Dallas",75226,BBQ,,zomato_2_1834,Fairfax,S,175.0,los angeles
Cindi's,(972) 248-0608,"7522 Campbell Road, Suite 117, Dallas",75248,"Deli,Cafe",,zomato_2_1837,,,,
Sonny Bryan's Smokehouse,(214) 744-1610,"302 N Market Street, Dallas",75202,BBQ,,zomato_2_1841,,,,
Dive Coastal Cuisine,(214) 891-1700,"3404 Rankin Street, Dallas",75205,"Seafood,Sandwich",,zomato_2_1842,Hollywood,,5633.0,los angeles
Wai Wai Kitchen,(214) 520-8868,"4315 Lemmon Avenue, Dallas",75219,Asian,,zomato_2_1844,,,,
Pho Chau,(214) 678-9600,"1640 West Mockingbird Lane, Dallas",75235,"Vietnamese,Vegetarian,Sandwich",,zomato_2_1846,Olympic,W,501.0,los angeles
Hook Line & Sinker,(214) 965-0707,"3103 Lemmon Avenue, Dallas",75204,Seafood,,zomato_2_1849,,,,
