name,address,zip,phone,website,cuisine,id,road_name,road_dir,road_number,city
bismillah restaurant,"5702 Hillcroft St,Houston",77036,(713) 781-5000,http://www.bismillahrestaurant.com,Middle Eastern Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Restaurants,yellow_pages_1_9684,Hillcroft,,5702.0,houston
oak leaf smokehouse,"1000 Telephone Rd,Houston",77023,(713) 487-8987,http://oakleafsmokehouse.com,American Restaurants;Barbecue Restaurants;Sandwich Shops;Restaurants,yellow_pages_1_9689,Telephone,,1000.0,houston
carter & cooley co,"375 W 19th St,Houston",77008,(713) 864-3354,http://carters.com;http://www.carterandcooley.com,Delicatessens;Take Out Restaurants;Restaurants,yellow_pages_1_9698,19Th,W,375.0,houston
kuu restaurant,"947 Gessner Rd Ste A180,Houston",77024,(713) 461-1688,http://www.kuurestaurant.com,Family Style Restaurants;Restaurants,yellow_pages_1_9706,Gessner,,947.0,houston
bubba's texas burger shack,"5230 Westpark Dr,Houston",77056,(713) 661-1622,http://www.bubbastexasburgershack.com,Hamburgers & Hot Dogs;Fast Food Restaurants;American Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_9716,Westpark,,5230.0,houston
louisana fish house,"5055 Griggs Rd,Houston",77021,(281) 501-0432,,Seafood Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_9722,Griggs,,5055.0,houston
bismillah cafe,"5696 Hillcroft St,Houston",77036,(713) 587-9300,http://bismillahrestaurant.com,Cafeterias;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_9745,Hillcroft,,5696.0,houston
the breakfast klub,"3711 Travis St,Houston",77002,(713) 528-8561,http://www.thebreakfastklub.com;http://alleykatlounge.com,Breakfast Brunch & Lunch Restaurants;American Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_9754,Travis,,3711.0,houston
nam noodles and more,"1915 W Gray St,Houston",77019,(832) 804-8908,http://namnoodlesandmore.com,Vietnamese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_9756,Gray,W,1915.0,houston
flower piggy korean bbq,"1411 Gessner Rd Ste A,Houston",77080,(832) 699-4792,http://flowerpiggy.com,Korean Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_9759,Gessner,,1411.0,houston
888 chinese restaurant,"403 Winkler Dr,Houston",77087,(713) 644-8888,http://www.888chinesetx.com;http://888chineserestaurant.com,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurant Delivery Service;Restaurants,yellow_pages_1_9768,Winkler,,403.0,houston
bodegas taco shop,"1200 Binz St,Houston",77004,(713) 528-6102,http://www.bodegastacoshop.com;http://bodegastacoshop.net,Mexican Restaurants;Take Out Restaurants;Caterers;Latin American Restaurants;Restaurants,yellow_pages_1_9780,Binz,,1200.0,houston
b b's cafe,"2710 Montrose Blvd,Houston",77006,(713) 524-4499,http://bbscafe.com,Creole & Cajun Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Coffee Shops;Restaurants,yellow_pages_1_9783,Montrose,,2710.0,houston
fadi's mediterranean grill,"4738 Beechnut St,Houston",77096,(713) 666-4644,http://www.fadiscuisine.com;http://www.fadismeyerland.com,Mediterranean Restaurants;Take Out Restaurants;Caterers;Bar & Grills;Vegetarian Restaurants;Health Food Restaurants;Family Style Restaurants;Vegan Restaurants;Middle Eastern Restaurants;Restaurants,yellow_pages_1_9791,Beechnut,,4738.0,houston
sorrento ristorante italiano,"415 Westheimer Rd,Houston",77006,(713) 527-0609,http://www.sorrentohouston.com,Italian Restaurants;Restaurants,yellow_pages_1_9803,Westheimer,,415.0,houston
puebla's mexican kitchen & bakery,"6320 north main st,Houston",77009,(713) 426-9062,,Bakeries;Caterers;Restaurants;Breakfast Brunch & Lunch Restaurants;Mexican Restaurants,yellow_pages_1_9820,Rth Main,,6320.0,houston
pass & provisions,"807 Taft St,Houston",77019,(713) 628-9020,http://passandprovisions.com,American Restaurants;Restaurants,yellow_pages_1_9823,Taft,,807.0,houston
house of pies restaurant,"6142 Westheimer Rd,Houston",77057,(713) 782-1290,http://www.houseofpies.com,Breakfast Brunch & Lunch Restaurants;Bakeries;Take Out Restaurants;Family Style Restaurants;Dessert Restaurants;Restaurants,yellow_pages_1_9825,Westheimer,,6142.0,houston
pho,"5700 S Gessner Rd Ste C,Houston",77036,(713) 988-6968,,Vietnamese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_9829,Gessner,S,5700.0,houston
pan express asian food,"1106 Silber Rd,Houston",77055,(281) 888-6612,,Asian Restaurants;Chinese Restaurants;Restaurants,yellow_pages_1_9834,Silber,,1106.0,houston
onion creek coffee house,"3106 White Oak Dr,Houston",77007,(713) 880-0706,http://www.onioncreekcafe.com;http://www.onioncreekcafe.com/home.html,Coffee & Espresso Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Coffee Shops;Coffee & Tea;Restaurants,yellow_pages_1_9841,White Oak,,3106.0,houston
noodles inc,"9820 Gulf Fwy # A11,Houston",77034,(832) 831-5920,http://www.noodlesincphorestaurant.com,Asian Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_9844,Gulf,,9820.0,houston
piola,"3201 Louisiana St,Houston",77006,(713) 524-8222,http://www.piola.it,Italian Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_9850,Louisiana,,3201.0,houston
sichuan king,"9114 Bellaire Blvd,Houston",77036,(713) 771-6868,,Italian Restaurants;Take Out Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_9855,Bellaire,,9114.0,houston
thai restaurant,"5757 Westheimer Rd,Houston",77057,(713) 780-0888,,Thai Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_9864,Westheimer,,5757.0,houston
samburger,"6205 Lyons Ave,Houston",77020,(713) 672-2695,,Hamburgers & Hot Dogs;American Restaurants;Restaurants,yellow_pages_1_9865,Lyons,,6205.0,houston
pappadaux,"7800 Airport Blvd,Houston",77061,(713) 847-7622,http://pappas.com,Chinese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_9868,Airport,,7800.0,houston
alma latina seafood & taqueria,"2203 N Shepherd Dr,Houston",77008,(713) 861-5115,http://www.almalatinaonline.com,Seafood Restaurants;Mexican Restaurants;Latin American Restaurants;Restaurants,yellow_pages_1_9870,Shepherd,N,2203.0,houston
vic & anthony's steakhouse,"1510 Texas St,Houston",77002,(713) 228-1111,http://www.landrysseafoodhouse.com;http://www.vicandanthonys.com,Steak Houses;Banquet Halls & Reception Facilities;Meeting & Event Planning Services;Restaurants,yellow_pages_1_9876,Texas,,1510.0,houston
salento coffee inc,"2407 Rice Blvd,Houston",77005,(713) 528-7478,http://www.salentobistrot.com,Coffee & Espresso Restaurants;Coffee Shops;Take Out Restaurants;Caterers;Coffee & Tea;Bars;Restaurants,yellow_pages_1_9890,Rice,,2407.0,houston
uchi,"1308 Richmond Ave,Houston",77006,(713) 522-4808,http://uchirestaurants.com,Japanese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_9901,Richmond,,1308.0,houston
antica osteria,"2311 Bissonnet St,Houston",77005,(713) 521-1155,http://www.anticarestaurant.com,Italian Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_9903,Bissonnet,,2311.0,houston
sweet paris creperie & cafe,"2420 Rice Blvd,Houston",77005,(713) 360-6266,,Coffee Shops;Bakeries;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_9905,Rice,,2420.0,houston
pinks pizza,"4701 Calhoun Rd Ste 140,Houston",77004,(832) 831-3145,http://pinkspizza.com,Pizza;Take Out Restaurants;Seafood Restaurants;Restaurants,yellow_pages_1_9909,Calhoun,,4701.0,houston
brasserie 19,"1962 W Gray St,Houston",77019,(713) 524-1919,http://www.brasserie19.com,French Restaurants;Restaurants,yellow_pages_1_9912,Gray,W,1962.0,houston
busy boy sandwiches,"5722 Hillcroft St,Houston",77036,(713) 783-1188,http://www.busyboysubs.com;http://busyboysubs.com/INDEX.HTML,Sandwich Shops;Delicatessens;Restaurants,yellow_pages_1_9929,Hillcroft,,5722.0,houston
lucky palace korean restaurant,"8508 Bellaire Blvd,Houston",77036,(832) 409-6002,,Korean Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_9931,Bellaire,,8508.0,houston
the dogwood midtown,"2403 Bagby St,Houston",77006,(281) 501-9075,http://www.thedogwoodmidtown.com,American Restaurants;Restaurants,yellow_pages_1_9933,Bagby,,2403.0,houston
thai village restaurant,"2512 Times Blvd,Houston",77005,(713) 524-8682,http://www.thaivillagehouston.com,Thai Restaurants;Chinese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_9938,Times,,2512.0,houston
zoes kitchen,"3838 Westheimer Rd,Houston",77027,(713) 621-5597,http://www.zoeskitchen.com,Restaurants;Mediterranean Restaurants,yellow_pages_1_9947,Westheimer,,3838.0,houston
chacho's,"6006 Westheimer Rd,Houston",77057,(713) 975-9699,http://chachos.com,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_9958,Westheimer,,6006.0,houston
houstons restaurant,"4848 Kirby Dr,Houston",77098,(713) 529-2385,http://www.hillstone.com/hillstone;http://www.hillstone.com,Family Style Restaurants;American Restaurants;Sandwich Shops;Barbecue Restaurants;Hamburgers & Hot Dogs;Steak Houses;Seafood Restaurants;Health Food Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_9962,Kirby,,4848.0,houston
restaurant gorditas aquascalientes,"3810 Irvington Blvd,Houston",77009,(713) 697-7888,,Family Style Restaurants;Caterers;Take Out Restaurants;Restaurants,yellow_pages_1_9965,Irvington,,3810.0,houston
mama's oven,"9295 Main St,Houston",77025,(713) 661-3656,,Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_9973,Main,,9295.0,houston
shade,"250 W 19th St,Houston",77008,(713) 863-7500,http://www.shadeandcanopy.com/Shade;http://www.shadeheights.com;http://shadeandcanopy.com,American Restaurants;Latin American Restaurants;Mexican Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_9982,19Th,W,250.0,houston
fiesta guadalajara,"3522 Irvington Blvd,Houston",77009,(713) 227-1800,http://www.gofiestaenguadalajara.com;http://www.gopalenque.com,Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Latin American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_9983,Irvington,,3522.0,houston
ragin cajun restaurant,"4302 Richmond Ave,Houston",77027,(713) 623-6321,http://www.ragin-cajun.com,Creole & Cajun Restaurants;Take Out Restaurants;Caterers;Delicatessens;American Restaurants;Seafood Restaurants;Restaurants,yellow_pages_1_9995,Richmond,,4302.0,houston
last concert cafe,"1403 Nance St,Houston",77002,(713) 226-8563,http://www.lastconcert.com,Cafeterias;Breakfast Brunch & Lunch Restaurants;Mexican Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_9997,Nance,,1403.0,houston
theo's restaurant,"812 Westheimer Rd,Houston",77006,(713) 523-0425,http://www.theoshouston.com/menus,Breakfast Brunch & Lunch Restaurants;Mediterranean Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_10004,Westheimer,,812.0,houston
papa mo's deli,"465 T C Jester Blvd,Houston",77007,(713) 802-0043,http://www.papamosdeli.com,Delicatessens;Take Out Restaurants;Caterers;Sandwich Shops;Restaurants,yellow_pages_1_10006,T C Jester,,465.0,houston
buffalo grille,"3116 Bissonnet St,Houston",77005,(713) 661-3663,http://thebuffalogrille.com,Mexican Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_10007,Bissonnet,,3116.0,houston
table 57,"5895 San Felipe St,Houston",77057,(713) 978-5860,,Chinese Restaurants;Bars;American Restaurants;Japanese Restaurants;Barbecue Restaurants;Korean Restaurants;Vietnamese Restaurants;Bar & Grills;Caterers;Asian Restaurants;Restaurants,yellow_pages_1_10010,San Felipe,,5895.0,houston
tex chick,"712 Fairview St,Houston",77006,(713) 528-4708,,Family Style Restaurants;Caribbean Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10017,Fairview,,712.0,houston
san dong noodle house,"9938 Bellaire Blvd,Houston",77036,(713) 988-8802,,Chinese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10036,Bellaire,,9938.0,houston
jet's pizza,"3157 W Holcombe Blvd,Houston",77025,(713) 589-6900,http://jetspizza.com,Pizza;Take Out Restaurants;Restaurants;Sandwich Shops,yellow_pages_1_10037,Holcombe,W,3157.0,houston
the union kitchen,"4057 Bellaire Blvd,Houston",77025,(713) 661-0025,http://www.theunionkitchen.com,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_10039,Bellaire,,4057.0,houston
genesis prime steak house & wine bar,"5427 Bissonnet St,Houston",77081,(713) 665-2222,http://www.genesissteakhouse.com,Steak Houses;Bar & Grills;Restaurants,yellow_pages_1_10049,Bissonnet,,5427.0,houston
crisp heights,"2220 Bevis St,Houston",77008,(713) 360-0222,http://crisphouston.com,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Bars;Night Clubs;Restaurants,yellow_pages_1_10051,Bevis,,2220.0,houston
huynh,"912 St Emanuel St,Houston",77003,(713) 224-8964,http://www.huynhrestauranthouston.com,Vietnamese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10052,St Emanuel,,912.0,houston
corner table,"2736 Virginia St,Houston",77098,(713) 568-9196,http://www.cornertablehouston.com,American Restaurants;Take Out Restaurants;Caterers;Continental Restaurants;Restaurants,yellow_pages_1_10054,Virginia,,2736.0,houston
crazy white sharks,"5820 Washington Ave,Houston",77007,(713) 862-3474,,Seafood Restaurants;Restaurants,yellow_pages_1_10065,Washington,,5820.0,houston
cafe' rabelais,"2442 Times Blvd,Houston",77005,(713) 520-8841,http://www.caferabelais.com,Take Out Restaurants;Restaurants;Wine,yellow_pages_1_10073,Times,,2442.0,houston
best soul food in town,"6903 Cullen Blvd,Houston",77021,(713) 485-6114,,Soul Food Restaurants;American Restaurants;Restaurants,yellow_pages_1_10077,Cullen,,6903.0,houston
chatter's cafe & bistro,"140 S Heights Blvd,Houston",77007,(713) 864-8080,http://www.chatterscafe.com,Sandwich Shops;Breakfast Brunch & Lunch Restaurants;Coffee Shops;Continental Restaurants;American Restaurants;Family Style Restaurants;Caterers;Restaurants,yellow_pages_1_10079,Heights,S,140.0,houston
birraporetti's,"500 Louisiana St,Houston",77002,(713) 224-9494,,American Restaurants;Italian Restaurants;Pizza;Sandwich Shops;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurant Delivery Service;Caterers;Restaurants,yellow_pages_1_10091,Louisiana,,500.0,houston
el jalapeno mexican cafe,"10775 Eastex Fwy,Houston",77093,(713) 691-5247,http://eljalapenomexicancafe1.com,Mexican Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Cafeterias;Latin American Restaurants;Restaurants,yellow_pages_1_10108,Eastex,,10775.0,houston
romas pizza,"233 Main St,Houston",77002,(713) 222-1184,http://romaspizza.com,Pizza;Italian Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10111,Main,,233.0,houston
onaga bistro,"2946 S Shepherd Dr,Houston",77098,(713) 526-6888,http://www.zakesushilounge.com;http://www.onagapanasian.com;http://onagapanasian-hub.com,Sushi Bars;Japanese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10122,Shepherd,S,2946.0,houston
dimassi's mediterranean buffet,"8236 Kirby Dr,Houston",77054,(713) 526-5111,http://dimassi.com,Buffet Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_10123,Kirby,,8236.0,houston
express noodle house,"1200 McKinney St Ste 321,Houston",77010,(713) 651-0313,,Asian Restaurants;Restaurants,yellow_pages_1_10131,Mckinney,,1200.0,houston
jenni's noodle house,"602 E 20th St,Houston",77008,(713) 862-3344,http://www.noodlesrule.com,Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_10134,20Th,E,602.0,houston
chicago's italian beef,"1777 Airline Dr,Houston",77009,(713) 862-2828,http://chicagoibp.com,Pizza;American Restaurants;Sandwich Shops;Italian Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10135,Airline,,1777.0,houston
pappasito's cantina,"2515 S Loop W,Houston",77054,(713) 668-5756,http://www.pappasitos.com,Mexican Restaurants;Party & Event Planners;Meeting & Event Planning Services;Banquet Halls & Reception Facilities;Family Style Restaurants;Take Out Restaurants;Caterers;Latin American Restaurants;American Restaurants;Restaurants,yellow_pages_1_10141,Loop W,S,2515.0,houston
southwell's hamburger grill,"5860 San Felipe St,Houston",77057,(713) 789-4972,http://www.southwells.com,Hamburgers & Hot Dogs;American Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_10144,San Felipe,,5860.0,houston
texas cali sandwich inc,"3030 Travis St Ste A,Houston",77006,(713) 520-0710,,Delicatessens;Sandwich Shops;Family Style Restaurants;Restaurants,yellow_pages_1_10148,Travis,,3030.0,houston
ambrosia,"2006 Lexington St,Houston",77098,(832) 649-4636,http://www.ambrosiatx.com,Family Style Restaurants;Take Out Restaurants;Caterers;Spanish Restaurants;Restaurants,yellow_pages_1_10154,Lexington,,2006.0,houston
ekko's,"5216 Richmond Ave,Houston",77056,(713) 622-2625,http://www.ekkosdeli.com,Greek Restaurants;Sandwich Shops;Hamburgers & Hot Dogs;American Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_10162,Richmond,,5216.0,houston
champ-burger,"304 Sampson St,Houston",77003,(713) 227-2094,http://champburger.net,Hamburgers & Hot Dogs;American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10166,Sampson,,304.0,houston
vic & anthony's steakhouse,"1510 Houston Ave,Houston",77007,(713) 228-1111,http://www.vicandanthonys.com/index.asp,American Restaurants;Restaurants,yellow_pages_1_10167,Houston,,1510.0,houston
the capital grille,"840 W Sam Houston Pkwy N,Houston",77024,(713) 463-5051,http://www.thecapitalgrille.com,Steak Houses;Restaurants;Bar & Grills;Seafood Restaurants;Bars;Fine Dining Restaurants;American Restaurants,yellow_pages_1_10170,Sam Houston,W,840.0,houston
white oak kitchen + drinks,"5011 Westheimer Rd,Houston",77056,(713) 960-6588,http://www.whiteoakhouston.com;Web Site,American Restaurants;Restaurants,yellow_pages_1_10171,Westheimer,,5011.0,houston
glass wall the restaurant,"933 Studewood St Unit A,Houston",77008,(713) 868-7930,http://www.glasswalltherestaurant.com;http://www.glasswalltherestaurant.com/GW_Site/home.html,American Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Fine Dining Restaurants;Bar & Grills;Bars;Night Clubs;Restaurants,yellow_pages_1_10185,Studewood,,933.0,houston
osteria coppa,"5210 Morningside Dr,Houston",77005,(713) 522-3535,http://www.osteriacoppa.com,Italian Restaurants;Fine Dining Restaurants;Take Out Restaurants;Caterers;Mediterranean Restaurants;Restaurants,yellow_pages_1_10187,Morningside,,5210.0,houston
lighthouse seafood restaurant,"2812 S Richey St,Houston",77017,(713) 947-8234,,Seafood Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10193,Richey,S,2812.0,houston
josie's place,"7413 N Shepherd Dr,Houston",77091,(713) 695-7711,http://josiesplace1.com,American Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_10198,Shepherd,N,7413.0,houston
ciaobello,"5161 San Felipe St # Ste 100,Houston",77056,(713) 960-0333,http://ciaobellohouston.com,Seafood Restaurants;Fish & Seafood Markets;Creole & Cajun Restaurants;Italian Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_10211,San Felipe,,5161.0,houston
esther's cajun cafe soul food,"5204 Yale St,Houston",77091,(713) 699-1212,http://www.estherscajunsoul.com,Creole & Cajun Restaurants;Soul Food Restaurants;American Restaurants;Caterers;Seafood Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10219,Yale,,5204.0,houston
hungry's cafe & bistro,"2356 Rice Blvd,Houston",77005,(713) 523-8652,http://www.blinknetwork.com,Cafeterias;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_10226,Rice,,2356.0,houston
cafe th,"2108 Pease St,Houston",77003,(713) 225-4766,http://www.cafeth.com,Vietnamese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10228,Pease,,2108.0,houston
la mexicana restaurant,"1018 Fairview St,Houston",77006,(713) 521-0963,http://www.lamexicanarestaurant.com,Breakfast Brunch & Lunch Restaurants;Mexican Restaurants;Family Style Restaurants;Take Out Restaurants;Seafood Restaurants;Caterers;Restaurants,yellow_pages_1_10231,Fairview,,1018.0,houston
tan tan restaurant,"8066 Westheimer Rd,Houston",77063,(713) 977-6682,http://www.tantanrestaurant.com,Chinese Restaurants;Family Style Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10236,Westheimer,,8066.0,houston
villa arcos,"3009 Navigation Blvd,Houston",77003,(713) 227-1743,,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10238,Navigation,,3009.0,houston
the union kitchen,"12538 Memorial Dr,Houston",77024,(713) 360-2000,http://www.theunionkitchen.com,American Restaurants;Caterers;Italian Restaurants;Mediterranean Restaurants;Restaurants,yellow_pages_1_10241,Memorial,,12538.0,houston
fish restaurant & sushi bar,"309 Gray St,Houston",77002,(713) 526-5294,http://fishhouston.net,Sushi Bars;Seafood Restaurants;Restaurants,yellow_pages_1_10247,Gray,,309.0,houston
tornado taco,"9101 Long Point Rd,Houston",77055,(713) 984-2000,http://tornadoburger.com,Hamburgers & Hot Dogs;American Restaurants;Restaurants,yellow_pages_1_10259,Long,,9101.0,houston
banh mi hong,"3509 Elgin St,Houston",77004,(713) 658-9242,http://www.hoangsandwich.com,Vietnamese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10264,Elgin,,3509.0,houston
mala sichuan bistro,"9348 Bellaire Blvd,Houston",77036,(713) 995-1889,,Chinese Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10272,Bellaire,,9348.0,houston
thai cuisine,"914 Main St,Houston",77002,(713) 659-1600,http://thaicuisine.com,Thai Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10277,Main,,914.0,houston
el tiempo cantina,"1308 Montrose Blvd,Houston",77019,(713) 807-8996,http://www.eltiempocantina.com,Mexican Restaurants;Latin American Restaurants;Fine Dining Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Seafood Restaurants;Restaurants,yellow_pages_1_10295,Montrose,,1308.0,houston
cuchara,"214 Fairview St,Houston",77006,(713) 942-0000,http://www.cuchararestaurant.com,Latin American Restaurants;Mexican Restaurants;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_10307,Fairview,,214.0,houston
mandolas restaurant,"1962 W Gray St,Houston",77019,(713) 528-3474,http://tonymandolas.com,Family Style Restaurants;Restaurants,yellow_pages_1_10309,Gray,W,1962.0,houston
bangkok chef,"914 Main St,Houston",77002,(713) 659-1600,http://www.bkchef.com,Thai Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10313,Main,,914.0,houston
barry's pizza,"6003 Richmond Ave,Houston",77057,(713) 266-8692,http://www.barryspizza.com/,Italian Restaurants;Caterers;Pizza;Food Delivery Service;Restaurants;Bar & Grills,yellow_pages_1_10325,Richmond,,6003.0,houston
wild kitchen,"8806 Stella Link Rd,Houston",77025,(832) 778-9555,,Take Out Restaurants;Restaurants,yellow_pages_1_10350,Stella Link,,8806.0,houston
treebeards restaurant,"801 Louisiana St # 100,Houston",77002,(713) 224-6677,http://www.treebeards.com,Take Out Restaurants;Caterers;Creole & Cajun Restaurants;Soul Food Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_10356,Louisiana,,801.0,
thien an sandwiches,"2611 San Jacinto St,Houston",77004,(713) 522-7007,,Sandwich Shops;Delicatessens;Restaurants,yellow_pages_1_10367,San Jacinto,,2611.0,houston
rainbow lodge,"2011 Ella Blvd,Houston",77008,(713) 861-8666,http://www.rainbow-lodge.com,Seafood Restaurants;American Restaurants;Steak Houses;Breakfast Brunch & Lunch Restaurants;Caterers;French Restaurants;Restaurants,yellow_pages_1_10369,Ella,,2011.0,houston
el big bad,"419 Travis St,Houston",77002,(713) 229-8181,http://elbigbad.com,Mexican Restaurants;Taverns;Bars;Bar & Grills;Latin American Restaurants;Seafood Restaurants;Meeting & Event Planning Services;Caterers;Restaurants,yellow_pages_1_10380,Travis,,419.0,houston
churrascos river oaks,"2055 Westheimer Rd,Houston",77098,(713) 527-8300,Cordua Restaurants - Churrascos,Latin American Restaurants;Steak Houses;Seafood Restaurants;Caterers;Restaurants,yellow_pages_1_10381,Westheimer,,2055.0,houston
napoli italian galleria,"5551 Richmond Ave,Houston",77056,(713) 977-2010,http://www.napolirestaurants.com,Pizza;Restaurants;Family Style Restaurants;Italian Restaurants,yellow_pages_1_10382,Richmond,,5551.0,houston
azuma rice village,"5600 Kirby Dr,Houston",77005,(713) 432-9649,http://azumakirby.com;http://www.azumarestaurant.com;http://azumarestaurantgroup.com,Sushi Bars;Japanese Restaurants;Asian Restaurants;Restaurants,yellow_pages_1_10391,Kirby,,5600.0,houston
eddie v's prime seafood,"2800 Kirby Drive, Suite A 100,Houston",77098,(713) 874-1800,https://www.eddiev.com/en/locations/tx/west-ave-houston/8509,Seafood Restaurants;Restaurants;Wine Bars;Fine Dining Restaurants;Steak Houses;Lobsters,yellow_pages_1_10392,Kirby,,2800.0,houston
muscle maker grill,"941 W Main St Suite C,Houston",77006,(713) 485-4720,http://www.musclemakergrill.com,Restaurants;Family Style Restaurants,yellow_pages_1_10393,Main,W,941.0,houston
hotwings bonfire restaurant,"13030 Woodforest Blvd,Houston",77015,(713) 451-6656,http://www.bonfirewings.com,Family Style Restaurants;Chicken Restaurants;Barbecue Restaurants;Take Out Restaurants;Creole & Cajun Restaurants;Restaurants,yellow_pages_1_10394,Woodforest,,13030.0,houston
pappy's cafe,"9041 Katy Fwy,Houston",77024,(713) 827-1811,http://www.pappyscafe.com;http://pappysgrill.com,Cafeterias;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Restaurants,yellow_pages_1_10396,Katy,,9041.0,houston
sushi wabi,"3953 Richmond Ave,Houston",77027,(713) 623-8818,http://www.sushiwabihouston.com,Sushi Bars;Asian Restaurants;Japanese Restaurants;Take Out Restaurants;Restaurants,yellow_pages_1_10398,Richmond,,3953.0,houston
houston's famous deli,"2130 Holly Hall St,Houston",77054,(713) 799-2544,http://www.houstonsfamousdeli.com,Delicatessens;Take Out Restaurants;Caterers;Restaurants,yellow_pages_1_10399,Holly Hall,,2130.0,houston
andiamo,"1002 Preston St,Houston",77002,(713) 237-1002,,Italian Restaurants;Mediterranean Restaurants;Pasta;Sandwich Shops;Dessert Restaurants;Health Food Restaurants;Restaurants,yellow_pages_1_10403,Preston,,1002.0,houston
pho binh restaurant,"5901 Westheimer Rd,Houston",77057,(713) 781-8881,http://www.phobinh.com/westheimer;http://phobinhgrill.com,Vietnamese Restaurants;Take Out Restaurants;Chinese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,yellow_pages_1_10413,Westheimer,,5901.0,houston
