name,address,zip,phone,website,cuisine,id,road_name,road_dir,road_number,city
mad greek restaurant and pizza,"3517 Lancaster Ave,Philadelphia",19104.0,(215) 222-2739,madgreekphilly.com,Pizza;Greek,yelp_3_4117,Lancaster,,3517.0,philadelphia
sláinte pub & grill,"3000 Market Street,Philadelphia",19104.0,(215) 222-7400,slaintephilly.com,Pubs;Restaurants,yelp_3_4118,Market,,3000.0,philadelphia
zavino,"112 S 13th St,Philadelphia",19107.0,(215) 732-2400,zavino.com,Italian;Wine Bars;Pizza,yelp_3_4122,13Th,S,112.0,philadelphia
gennaro’s pizza,"1315 Bainbridge St,Philadelphia",19147.0,(215) 545-0209,gennarospizzaphilly.com,Pizza,yelp_3_4123,Bainbridge,,1315.0,philadelphia
blue cat restaurant,"1921 Fairmount Ave,Philadelphia",19130.0,(267) 519-2911,bluecatrestaurant.com,Latin American,yelp_3_4124,Fairmount,,1921.0,philadelphia
cafe olé,"147 N 3rd St,Philadelphia",19106.0,(215) 627-2140,,Coffee & Tea;Mediterranean,yelp_3_4125,3Rd,N,147.0,philadelphia
mekong river,"1120 - 1124 Front St,Philadelphia",19147.0,(215) 467-6100,mekongriverphilly.com,Vietnamese,yelp_3_4126,Front,,-1.0,philadelphia
jg domestic,"2929 Arch St,Philadelphia",19104.0,(215) 222-2363,jgdomestic.com,American (New);Burgers;American (Traditional),yelp_3_4128,Arch,,2929.0,philadelphia
nick’s old original roast beef,"2149 S 20th St,Philadelphia",19145.0,(215) 463-4114,nicksroastbeef.com,Dive Bars;Sandwiches,yelp_3_4130,20Th,S,2149.0,philadelphia
vietnam restaurant,"221 N 11th St,Philadelphia",19107.0,(215) 592-1163,eatatvietnam.com,Vietnamese,yelp_3_4132,11Th,N,221.0,philadelphia
little italy pizza,"901 South St,Philadelphia",19147.0,(215) 922-1440,golittleitalypizza.com,Pizza;Italian;Sandwiches,yelp_3_4133,South,,901.0,philadelphia
maoz vegetarian,"1115 Walnut St,Philadelphia",19107.0,(215) 922-3409,maozusa.com,Vegetarian;Juice Bars & Smoothies;Caterers,yelp_3_4135,Walnut,,1115.0,philadelphia
joe’s pizza,"122 S 16th St,Philadelphia",19102.0,(215) 569-0898,joespizzaslice.com,Pizza,yelp_3_4136,16Th,S,122.0,philadelphia
caffe valentino,"1245 S 3rd St,Philadelphia",19147.0,(215) 336-3033,caffevalentino.com,Italian,yelp_3_4137,3Rd,S,1245.0,philadelphia
raindrop cafe,"1900 Market St,Philadelphia",19103.0,(215) 569-3836,,Sandwiches;Juice Bars & Smoothies;Coffee & Tea,yelp_3_4138,Market,,1900.0,philadelphia
franky bradley’s,"1320 Chancellor St,Philadelphia",19107.0,(215) 735-0735,frankybradleys.com,Bars;American (Traditional);Music Venues,yelp_3_4139,Chancellor,,1320.0,philadelphia
tria taproom,"2005 Walnut Street,Philadelphia",19103.0,(215) 557-8277,triataproom.com,Wine Bars;American (New),yelp_3_4141,Walnut,,2005.0,philadelphia
locust rendezvous,"1415 Locust St,Philadelphia",19102.0,(215) 985-1163,locustrendezvous.com,Dive Bars;Salad,yelp_3_4144,Locust,,1415.0,philadelphia
hibachi 2 go,"1414 Synder Ave,Philadelphia",19145.0,(215) 336-8646,,Sushi Bars;Japanese,yelp_3_4145,Synder,,1414.0,philadelphia
manita burrito,"1925 Fairmount Ave,Philadelphia",19130.0,(267) 514-7145,manitaburrito.com,Tex-Mex,yelp_3_4148,Fairmount,,1925.0,philadelphia
kai japanese cuisine,"12 S 10th St,Philadelphia",19107.0,(267) 928-4505,kaiphilly.com,Japanese;Sushi Bars,yelp_3_4149,10Th,S,12.0,philadelphia
sky cafe,"1540 W Ritner St,Philadelphia",19145.0,(215) 271-1983,skycafephilly.wix.com/skycafe…,Indonesian,yelp_3_4150,Ritner,W,1540.0,philadelphia
smokin bettys,"116 S 11th St,Philadelphia",19107.0,(215) 922-6500,smokinbettys.com,Barbeque;Bars;American (New),yelp_3_4153,11Th,S,116.0,philadelphia
dim sum garden,"1020 Race St,Philadelphia",19107.0,(215) 873-0258,dimsumgardenphilly.com,Dim Sum;Asian Fusion;Shanghainese,yelp_3_4157,Race,,1020.0,philadelphia
morimoto,"723 Chestnut St,Philadelphia",19106.0,(215) 413-9070,morimotorestaurant.com,Japanese;Sushi Bars,yelp_3_4158,Chestnut,,723.0,philadelphia
cucina forte,"768 S 8th St,Philadelphia",19147.0,(215) 238-0778,cucinaforte.com,Italian,yelp_3_4161,8Th,S,768.0,philadelphia
nick’s charcoal pit,"1242 Snyder Ave,Philadelphia",19148.0,(215) 271-3750,nickscharcoal.com,Barbeque,yelp_3_4163,Snyder,,1242.0,philadelphia
petit roti,"248 S 11th St,Philadelphia",19107.0,(267) 457-5447,petit-roti.com,Ethnic Food;Sandwiches,yelp_3_4165,11Th,S,248.0,philadelphia
ippolito’s seafood,"1300 Dickinson St,Philadelphia",19147.0,(215) 389-8906,ippolitosseafood.com,Seafood;Sandwiches,yelp_3_4166,Dickinson,,1300.0,philadelphia
pattaya restaurant,"4006 Chestnut St,Philadelphia",19104.0,(215) 387-8533,pattayarestaurant.com,Thai;Asian Fusion;Soup,yelp_3_4169,Chestnut,,4006.0,philadelphia
el jarocho,"1138 S 13th St,Philadelphia",19147.0,(215) 463-2020,,Mexican,yelp_3_4170,13Th,S,1138.0,philadelphia
saqqara cafe,"1356 South St,Philadelphia",19147.0,(215) 735-0565,,Cafes;Coffee & Tea;Hookah Bars,yelp_3_4172,South,,1356.0,philadelphia
sitar india,"60 S 38th St,Philadelphia",19104.0,(215) 662-0818,sitarindiapa.com,Indian,yelp_3_4173,38Th,S,60.0,philadelphia
uzu sushi,"104 Market St,Philadelphia",19106.0,(215) 923-9290,uzusushi.com,Sushi Bars,yelp_3_4176,Market,,104.0,philadelphia
jimmy g’s steaks,"695 N Broad St,Philadelphia",19123.0,(215) 763-2495,jimmygsteaks.com,Sandwiches;Cheesesteaks,yelp_3_4178,Broad,N,695.0,philadelphia
marathon,"121 S 16th St,Philadelphia",19102.0,(215) 569-3278,eatmarathon.com,American (New),yelp_3_4179,16Th,S,121.0,philadelphia
fitler dining room,"2201 Spruce St,Philadelphia",19103.0,(215) 732-3331,fitlerdiningroom.com,American (New),yelp_3_4182,Spruce,,2201.0,philadelphia
oyster house,"1516 Sansom St,Philadelphia",19102.0,(215) 567-7683,oysterhousephilly.com,Seafood,yelp_3_4183,Sansom,,1516.0,philadelphia
sam’s morning glory diner,"735 S 10th St,Philadelphia",19147.0,(215) 413-3999,,Diners;Breakfast & Brunch,yelp_3_4185,10Th,S,735.0,philadelphia
hardena/waroeng surabaya restaurant,"1754 S Hicks St,Philadelphia",19145.0,(215) 271-9442,hardenas.com,Indonesian;Ethnic Food,yelp_3_4186,Hicks,S,1754.0,philadelphia
mood indian restaurant,"444 N 4th St Ground Fl,Philadelphia",19123.0,(215) 925-5080,moodindianrestaurant.com,Indian,yelp_3_4187,4Thst,N,444.0,philadelphia
cantina los caballitos,"1651 E Passyunk Ave,Philadelphia",19148.0,(215) 755-3550,cantinaloscaballitos.com,Mexican;Bars,yelp_3_4189,Passyunk,E,1651.0,philadelphia
rangoon burmese restaurant,"112 N 9th St,Philadelphia",19107.0,(215) 829-8939,rangoonphilly.com,Burmese,yelp_3_4190,9Th,N,112.0,philadelphia
jeans cafe,"1334 Walnut St,Philadelphia",19107.0,(215) 546-5353,,Sandwiches,yelp_3_4191,Walnut,,1334.0,philadelphia
barly chinatown,"101 N 11th St,Philadelphia",19107.0,(215) 922-2688,bar-ly.com,Sports Bars;Tapas Bars;Gastropubs,yelp_3_4192,11Th,N,101.0,philadelphia
allegro pizza,"3942 Spruce St,Philadelphia",19104.0,(215) 382-8158,allegropizza.com,Pizza;Italian;Sandwiches,yelp_3_4196,Spruce,,3942.0,philadelphia
matt & marie’s,"100 N 18th St Ste 120,Philadelphia",19103.0,(267) 273-1940,mattandmaries.com,Sandwiches;Italian;Delis,yelp_3_4197,18Th,N,100.0,philadelphia
the institute,"549 N 12th St,Philadelphia",19123.0,(215) 787-0888,institutebar.com,Bars;American (Traditional),yelp_3_4198,12Th,N,549.0,philadelphia
banana leaf,"1009 Arch St,Philadelphia",19107.0,(215) 592-8288,bananaleafphilly.com,Malaysian,yelp_3_4209,Arch,,1009.0,philadelphia
hamifgash glatt kosher grill,"811 Sansom St,Philadelphia",19107.0,(215) 925-3550,,Kosher;Middle Eastern,yelp_3_4210,Sansom,,811.0,philadelphia
the industry,"1401 E Moyamensing Ave,Philadelphia",19147.0,(215) 271-9500,theindustrybar.com,American (New),yelp_3_4211,Moyamensing,E,1401.0,philadelphia
la locanda del ghiottone,"130 N 3rd St,Philadelphia",19106.0,(215) 829-1465,,Italian,yelp_3_4212,3Rd,N,130.0,philadelphia
first street steaks,"1204 N Front St,Philadelphia",19122.0,(215) 425-5565,firststreetsteaks.com,Sandwiches;Cheesesteaks;Breakfast & Brunch,yelp_3_4213,Front,N,1204.0,philadelphia
plenty,"1710 E Passyunk Ave,Philadelphia",19148.0,(267) 909-8033,plentyphiladelphia.com,American (Traditional);Sandwiches;Coffee & Tea,yelp_3_4214,Passyunk,E,1710.0,philadelphia
dmitri’s,"795 S 3rd St,Philadelphia",19147.0,(215) 625-0556,,Mediterranean;Seafood,yelp_3_4216,3Rd,S,795.0,philadelphia
kensington quarters,"1310 Frankford Ave,Philadelphia",19125.0,(267) 314-5086,kensingtonquarters.com,Butcher;American (New),yelp_3_4217,Frankford,,1310.0,philadelphia
atlantic pizza,"1401 S 12th St,Philadelphia",19147.0,(215) 755-6115,,Pizza;Diners;Breakfast & Brunch,yelp_3_4218,12Th,S,1401.0,philadelphia
dante & luigi’s,"762 S 10th St,Philadelphia",19147.0,(215) 922-9501,danteandluigis.com,Italian,yelp_3_4219,10Th,S,762.0,philadelphia
predella,"932 S 10th St,Philadelphia",19147.0,(215) 923-2323,letseat.at/predella,Italian,yelp_3_4220,10Th,S,932.0,philadelphia
pho & cafe saigon,"4248 Spruce St,Philadelphia",19104.0,(215) 222-6800,,Vietnamese,yelp_3_4221,Spruce,,4248.0,philadelphia
garces trading co.,"1111 Locust St,Philadelphia",19107.0,(215) 574-1099,garcestradingcompany.com,Sandwiches;Modern European;Cafes,yelp_3_4222,Locust,,1111.0,philadelphia
tai’s vietnamese food,"1835 N 12th St,Philadelphia",19122.0,(215) 232-3711,,Vietnamese;Food Stands,yelp_3_4223,12Th,N,1835.0,philadelphia
so crepe,"1506 South St,Philadelphia",19146.0,(267) 761-9310,socrepe.com,French;Creperies,yelp_3_4224,South,,1506.0,philadelphia
golden empress garden,"618 South Street,Philadelphia",19147.0,(215) 627-7666,goldenempressgarden.com,Chinese;Vegan;Vegetarian,yelp_3_4226,South,,618.0,philadelphia
sampan,"124 S 13th St,Philadelphia",19107.0,(215) 732-3501,sampanphilly.com,Asian Fusion;Chinese,yelp_3_4229,13Th,S,124.0,philadelphia
erawan thai cuisine,"123 S 23rd St 1st Fl,Philadelphia",19103.0,(215) 567-2542,,Thai,yelp_3_4230,23Rdst,S,123.0,philadelphia
tower bistro,"1717 Arch St,Philadelphia",19195.0,(215) 567-1747,,Sandwiches,yelp_3_4232,Arch,,1717.0,philadelphia
osteria,"640 N Broad St,Philadelphia",19130.0,(215) 763-0920,osteriaphilly.com,Italian,yelp_3_4234,Broad,N,640.0,philadelphia
jasmine rice,"306 S 16th St,Philadelphia",19102.0,(215) 546-0818,jasminericebyob.com,Thai,yelp_3_4239,16Th,S,306.0,philadelphia
bud & marilyn’s,"13th St and Locust St,Philadelphia",19107.0,(215) 546-2220,,American (Traditional),yelp_3_4241,St And Locust,,13.0,philadelphia
audrey claire,"276 S 20th St,Philadelphia",19103.0,(215) 731-1222,audreyclaire.com,Mediterranean;American (New);Seafood,yelp_3_4243,20Th,S,276.0,philadelphia
rybrew,"2816 W Girard Ave,Philadelphia",19130.0,(215) 763-1984,rybrew.com,American (New);Sandwiches,yelp_3_4245,Girard,W,2816.0,philadelphia
koreana,"3801 Chestnut St,Philadelphia",19104.0,(215) 222-2240,koreanafood.com,Korean,yelp_3_4246,Chestnut,,3801.0,philadelphia
great wall chinese restaurant,"1441 S 7th St,Philadelphia",19147.0,(215) 271-1688,,Chinese,yelp_3_4247,7Th,S,1441.0,philadelphia
hibachi japanese steak house,"325 N Columbus Blvd,Philadelphia",19106.0,(215) 592-7100,hibachidining.com/philadelphi…,Japanese,yelp_3_4249,Columbus,N,325.0,philadelphia
pietro’s coal oven pizzeria,"1714 Walnut St,Philadelphia",19103.0,(215) 735-8090,pietrospizza.com,Pizza;Italian;Breakfast & Brunch,yelp_3_4250,Walnut,,1714.0,philadelphia
mr martino’s trattoria,"1646 E Passyunk Ave,Philadelphia",19148.0,(215) 755-0663,,Italian,yelp_3_4252,Passyunk,E,1646.0,philadelphia
pasqually’s pizza & pasta,"200 S 43rd St,Philadelphia",19104.0,(215) 387-6100,,Pizza;Italian,yelp_3_4253,43Rd,S,200.0,philadelphia
amada,"217 Chestnut St,Philadelphia",19106.0,(215) 625-2450,amadarestaurant.com,Tapas Bars;Breakfast & Brunch,yelp_3_4258,Chestnut,,217.0,philadelphia
paradiso,"1627 E Passyunk Ave,Philadelphia",19148.0,(215) 271-2066,paradisophilly.com,Italian;Wine Bars,yelp_3_4259,Passyunk,E,1627.0,philadelphia
black sheep pub & restaurant,"247 S 17th St,Philadelphia",19103.0,(215) 545-9473,theblacksheeppub.com,American (New);Pubs,yelp_3_4263,17Th,S,247.0,philadelphia
southwark,"701 S 4th St,Philadelphia",19147.0,(215) 238-1888,southwarkrestaurant.com,American (New),yelp_3_4265,4Th,S,701.0,philadelphia
north third,"801 N 3rd St,Philadelphia",19123.0,(215) 413-3666,norththird.com,Bars;American (New),yelp_3_4268,3Rd,N,801.0,philadelphia
spread bagelry,"262 S 20th St,Philadelphia",19103.0,(215) 545-0626,spread-bagelry.com,Breakfast & Brunch;Bagels;Sandwiches,yelp_3_4271,20Th,S,262.0,philadelphia
bistro southeast,"1824 South St,Philadelphia",19146.0,(267) 758-2838,bistrosoutheast.com,Asian Fusion;Seafood;Korean,yelp_3_4273,South,,1824.0,philadelphia
scannicchio’s,"2500 S Broad St,Philadelphia",19145.0,(215) 468-3900,scannicchio.com,Italian,yelp_3_4277,Broad,S,2500.0,philadelphia
roe,"138 Chestnut St,Philadelphia",19106.0,(215) 922-2122,roecontemporary.com,Thai;Japanese,yelp_3_4279,Chestnut,,138.0,philadelphia
trio,"2624 Brown St,Philadelphia",19130.0,(215) 232-8746,triobyob.com,Thai;Seafood,yelp_3_4282,Brown,,2624.0,philadelphia
china house,"2123 W Oregon Ave,Philadelphia",19145.0,(215) 271-8840,,Chinese,yelp_3_4286,Oregon,W,2123.0,philadelphia
koch’s deli,"4309 Locust St,Philadelphia",19104.0,(215) 222-8662,kochsphilly.com,Delis;Sandwiches,yelp_3_4287,Locust,,4309.0,philadelphia
p s & co,"1706 Locust St,Philadelphia",19103.0,(215) 985-1706,puresweets.com,Juice Bars & Smoothies;Bakeries;Cafes,yelp_3_4290,Locust,,1706.0,philadelphia
heritage,"914 N 2nd St,Philadelphia",19123.0,(215) 627-7500,heritage.life,American (New);Bars;Jazz & Blues,yelp_3_4295,2Nd,N,914.0,philadelphia
sonny’s famous steaks,"228 Market St,Philadelphia",19106.0,(215) 629-5760,sonnyscheesesteaks.com,Sandwiches;Cheesesteaks,yelp_3_4296,Market,,228.0,philadelphia
mccormick & schmick’s,"1 South Broad St,Philadelphia",19107.0,(215) 568-6888,mccormickandschmicks.com,Seafood,yelp_3_4300,Broad,S,1.0,philadelphia
bonchon chicken,"1020 Cherry St,Philadelphia",19107.0,(267) 639-6686,bonchon.com,Korean,yelp_3_4304,Cherry,,1020.0,philadelphia
la va cafe,"2100 S St,Philadelphia",19146.0,(215) 545-1508,lava-cafe.com,Coffee & Tea;Mediterranean,yelp_3_4306,S,,2100.0,philadelphia
nick’s roast beef bar & grille,"16 S 2nd St,Philadelphia",19106.0,(215) 928-9411,nicksroastbeefbarandgrille.com,Bars;Sandwiches;American (Traditional),yelp_3_4308,2Nd,S,16.0,philadelphia
shiroi hana,"222 S 15th St,Philadelphia",19102.0,(215) 735-4444,shiroihana.com,Japanese;Sushi Bars,yelp_3_4310,15Th,S,222.0,philadelphia
vincenzo’s deli,"1626 S 9th St,Philadelphia",19148.0,(215) 463-6811,vincenzosphilly.com,Delis;Cheesesteaks;Sandwiches,yelp_3_4314,9Th,S,1626.0,philadelphia
el azteca uno,"714 Chestnut St,Philadelphia",19106.0,(215) 733-0895,aztecasrestaurants.com,Mexican,yelp_3_4316,Chestnut,,714.0,philadelphia
mad mex - university city,"3401 Walnut St,Philadelphia",19104.0,(215) 382-2221,madmex.com,Tex-Mex;Mexican,yelp_3_4318,Walnut,,3401.0,philadelphia
kansai japanese cuisine,"1822 Spring Garden St,Philadelphia",19130.0,(215) 568-0888,kansaisushipa.com,Japanese,yelp_3_4320,Spring,,1822.0,philadelphia
vientiane café,"4728 Baltimore Ave,Philadelphia",19143.0,(215) 726-1095,vientiane-cafe.com,Thai;Laotian,yelp_3_4321,Baltimore,,4728.0,philadelphia
pho 75 restaurant,"1122 Washington Ave,Philadelphia",19147.0,(215) 271-5866,,Vietnamese,yelp_3_4324,Washington,,1122.0,philadelphia
suppa,"Liberties Walk Northern Liberties,Philadelphia",19123.0,(215) 644-9324,timeforsuppa.com,American (New),yelp_3_4325,Liberties,,-1.0,philadelphia
k & a sandwiches & grocery,"1439 S 20th St,Philadelphia",19146.0,(215) 334-3026,,Grocery;Sandwiches,yelp_3_4326,20Th,S,1439.0,philadelphia
gianfranco pizza rustica,"6 N 3rd St,Philadelphia",19106.0,(215) 592-0048,gianfrancopizzarustica.com,Pizza;Italian;Sandwiches,yelp_3_4327,3Rd,N,6.0,philadelphia
king of pizza,"3633 Germantown Ave,Philadelphia",19140.0,(215) 228-0612,,Pizza,yelp_3_4328,Germantown,,3633.0,philadelphia
warmdaddy’s,"1400 Columbus Blvd,Philadelphia",19147.0,(215) 462-2000,warmdaddys.com,Soul Food;Southern,yelp_3_4329,Columbus,,1400.0,philadelphia
tampopo,"269 S 44th St,Philadelphia",19104.0,(215) 386-3866,tampoporestaurant.com,Japanese;Korean,yelp_3_4331,44Th,S,269.0,philadelphia
la fontana della citta,"1701 Spruce St,Philadelphia",19103.0,(215) 875-9990,lafontanadellacitta.com,Italian,yelp_3_4332,Spruce,,1701.0,philadelphia
sang kee peking duck house,"238 N 9th St,Philadelphia",19107.0,(215) 925-7532,sangkeechinatown.com,Chinese,yelp_3_4334,9Th,N,238.0,philadelphia
spruce rana gourmet deli and market,"1034 Spruce St,Philadelphia",19107.0,(215) 238-1223,,Convenience Stores;Delis,yelp_3_4336,Spruce,,1034.0,philadelphia
pumpkin,"1713 South St,Philadelphia",19146.0,(215) 545-4448,pumpkinphilly.com,American (New),yelp_3_4338,South,,1713.0,philadelphia
penrose diner,"2016 Penrose Ave,Philadelphia",19145.0,(215) 465-1097,penrosediner.com,Diners;Comfort Food;Breakfast & Brunch,yelp_3_4340,Penrose,,2016.0,philadelphia
shanks original,"901 S Columbus Blvd,Philadelphia",19147.0,(215) 218-4000,shanksoriginal.com,Breakfast & Brunch;Sandwiches,yelp_3_4341,Columbus,S,901.0,philadelphia
joy tsin lau,"1026 Race St,Philadelphia",19107.0,(215) 592-7227,,Chinese,yelp_3_4344,Race,,1026.0,philadelphia
almaz cafe,"140 S 20th St,Philadelphia",19103.0,(215) 557-0108,almazcafe.com,Coffee & Tea;Ethiopian,yelp_3_4346,20Th,S,140.0,philadelphia
devil’s alley bar & grille,"1907 Chestnut St,Philadelphia",19103.0,(215) 751-0707,devilsalleybarandgrill.com,American (New);Bars;Breakfast & Brunch,yelp_3_4347,Chestnut,,1907.0,philadelphia
luigi’s pizza fresca,"2401 Fairmount Ave,Philadelphia",19130.0,(215) 769-8888,luigispizzafresca.com,Pizza;Italian;Hawaiian,yelp_3_4348,Fairmount,,2401.0,philadelphia
fat salmon,"719 Walnut St,Philadelphia",19106.0,(215) 928-8881,fatsalmonsushi.com,Japanese;Sushi Bars,yelp_3_4349,Walnut,,719.0,philadelphia
maggiano’s little italy,"1201 Filbert St,Philadelphia",19107.0,(215) 567-2020,maggianos.com,Italian,yelp_3_4350,Filbert,,1201.0,philadelphia
the gaslight,"120 Market St,Philadelphia",19106.0,(215) 925-7691,thegaslightphilly.com,American (New),yelp_3_4353,Market,,120.0,philadelphia
modo mio,"161 W Girard Ave,Philadelphia",19123.0,(215) 203-8707,modomiorestaurants.com,Italian,yelp_3_4354,Girard,W,161.0,philadelphia
meltkraft,"51 N 12th St,Philadelphia",19107.0,(267) 639-3309,valleyshepherd.com,American (Traditional);Sandwiches,yelp_3_4356,12Th,N,51.0,philadelphia
sandy’s,"231 S 24th St,Philadelphia",19103.0,(215) 732-8335,,Greek;Diners,yelp_3_4359,24Th,S,231.0,philadelphia
makiman sushi,"1326 Spruce St,Philadelphia",19107.0,(215) 546-0180,makimanonline.com,Sushi Bars;Japanese,yelp_3_4362,Spruce,,1326.0,philadelphia
fratelli’s italian bistro,"1339 Chestnut St,Philadelphia",19107.0,(215) 731-0700,fratellisib.com,Italian,yelp_3_4363,Chestnut,,1339.0,philadelphia
mercato,"1216 Spruce St,Philadelphia",19107.0,(215) 985-2962,mercatobyob.com,Italian;Mediterranean,yelp_3_4366,Spruce,,1216.0,philadelphia
szechuan dim sum restaurant,"906 Arch St,Philadelphia",19107.0,(215) 922-5588,dimsumszechuan.com,Szechuan,yelp_3_4368,Arch,,906.0,philadelphia
melograno,"2010 Sansom St,Philadelphia",19103.0,(215) 875-8116,melogranorestaurant.com,Italian,yelp_3_4371,Sansom,,2010.0,philadelphia
jin wei,"925 Race St,Philadelphia",19107.0,(215) 238-8855,,Chinese,yelp_3_4373,Race,,925.0,philadelphia
same same,"614 N 2nd S,Philadelphia",19123.0,(215) 625-4575,samesamephilly.com,Vietnamese;Sandwiches,yelp_3_4374,2Nd,N,614.0,philadelphia
cheu noodle bar,"255 S 10th St,Philadelphia",19107.0,(267) 639-4136,cheunoodlebar.com,Asian Fusion;Ramen;Tapas/Small Plates,yelp_3_4376,10Th,S,255.0,philadelphia
schlesinger’s,"1521 Locust St,Philadelphia",19102.0,(215) 735-7305,schlesingersdeli.com,Delis,yelp_3_4380,Locust,,1521.0,philadelphia
the farm and fisherman,"1120 Pine St,Philadelphia",19107.0,(267) 687-1555,thefarmandfisherman.com,American (New),yelp_3_4381,Pine,,1120.0,philadelphia
doc magrogan’s oyster house - philadelphia,"3432 Sansom St,Philadelphia",19104.0,(215) 382-3474,docmagrogans.com/philadelphia,Seafood;American (Traditional);Cocktail Bars,yelp_3_4383,Sansom,,3432.0,philadelphia
las bugambilias,"148 South St,Philadelphia",19147.0,(215) 922-3190,lasbugambiliasphilly.com,Mexican,yelp_3_4384,South,,148.0,philadelphia
chickie’s & pete’s,"1526 Packer Ave,Philadelphia",19145.0,(215) 218-0500,chickiesandpetes.com,Sports Bars;American (New),yelp_3_4385,Packer,,1526.0,philadelphia
city tap house - logan square,"2 Logan Square,Philadelphia",19103.0,(215) 587-9040,citytaphouselogan.com,"American (New);Beer, Wine & Spirits",yelp_3_4387,Logan,,2.0,philadelphia
t&n homemade kitchen,"1820 W Moyamensing Ave,Philadelphia",19145.0,(215) 462-1095,tnhomemadekitchen.com,Delis;Sandwiches;Breakfast & Brunch,yelp_3_4388,Moyamensing,W,1820.0,philadelphia
tai lake restaurant,"134 N 10th St,Philadelphia",19107.0,(215) 922-0698,tailakeseafoodrest.com,Chinese,yelp_3_4391,10Th,N,134.0,philadelphia
taqueria veracruzana,"908 Washington Ave,Philadelphia",19147.0,(215) 465-1440,,Mexican,yelp_3_4393,Washington,,908.0,philadelphia
farmer’s keep,"10 S 20th St,Philadelphia",19103.0,(215) 309-2928,farmerskeep.com,Salad;Gluten-Free;American (New),yelp_3_4394,20Th,S,10.0,philadelphia
ocean prime,"124 S 15th St,Philadelphia",19102.0,(215) 563-0163,oceanprimephilly.com,Cocktail Bars;Seafood;Steakhouses,yelp_3_4398,15Th,S,124.0,philadelphia
al zaytouna,"906 Christian St,Philadelphia",19147.0,(215) 574-5040,al-zaytouna.com,Middle Eastern;Mediterranean,yelp_3_4399,Christian,,906.0,philadelphia
morgan’s pier,"221 N Columbus Blvd,Philadelphia",19123.0,(215) 279-7134,morganspier.com,American (New);Dance Clubs,yelp_3_4402,Columbus,N,221.0,philadelphia
sabrina’s cafe,"227 N 34th St,Philadelphia",19104.0,(215) 222-1022,sabrinascafe.com,American (New);Breakfast & Brunch;Cafes,yelp_3_4404,34Th,N,227.0,philadelphia
ting wong restaurant,"138 N 10th St,Philadelphia",19107.0,(215) 928-1883,phillychinatown.com/tingwong.…,Chinese;Asian Fusion,yelp_3_4405,10Th,N,138.0,philadelphia
fette sau,"1208 Frankford Ave,Philadelphia",19125.0,(215) 391-4888,fettesauphilly.com,Barbeque,yelp_3_4409,Frankford,,1208.0,philadelphia
primo hoagies,"128 S 11th St,Philadelphia",19107.0,(215) 925-4500,primohoagies.com,Sandwiches,yelp_3_4410,11Th,S,128.0,philadelphia
ela,"627 S 3rd St,Philadelphia",19147.0,(267) 687-8512,elaphilly.com,American (New),yelp_3_4412,3Rd,S,627.0,philadelphia
hummus grill,"3931 Walnut St,Philadelphia",19104.0,(215) 222-5300,hummusrestaurant.com,Middle Eastern;Vegetarian;Mediterranean,yelp_3_4413,Walnut,,3931.0,philadelphia
the twisted tail,"509 S 2nd St,Philadelphia",19147.0,(215) 558-2471,thetwistedtail.com,American (New);Venues & Event Spaces,yelp_3_4416,2Nd,S,509.0,philadelphia
sweetgreen,"924 Walnut St,Philadelphia",19107.0,(215) 454-6770,sweetgreen.com,Salad,yelp_3_4418,Walnut,,924.0,philadelphia
sam’s fresh spot,"135 S 10th St,Philadelphia",19107.0,(215) 592-9950,,Delis;Coffee & Tea;Convenience Stores,yelp_3_4419,10Th,S,135.0,philadelphia
saigon cuisine,"4000 Chestnut St,Philadelphia",19104.0,(215) 222-9777,,Vietnamese;Chinese,yelp_3_4420,Chestnut,,4000.0,philadelphia
jay’s deli,"1228 Spruce St,Philadelphia",19107.0,(215) 790-1344,,Grocery;Sandwiches,yelp_3_4421,Spruce,,1228.0,philadelphia
bistrot la minette,"623 S 6th St,Philadelphia",19147.0,(215) 925-8000,bistrotlaminette.com,French;Breakfast & Brunch,yelp_3_4422,6Th,S,623.0,philadelphia
hai street kitchen & co,"32 S 18th St,Philadelphia",19103.0,(215) 964-9465,haistreetkitchen.com/us,Japanese;Asian Fusion,yelp_3_4423,18Th,S,32.0,philadelphia
continental mid-town,"1801 Chesnut St,Philadelphia",19103.0,(215) 567-1800,continentalmidtown.com,Lounges;American (New);Breakfast & Brunch,yelp_3_4424,Chesnut,,1801.0,philadelphia
sketch,"413 E Girard Ave,Philadelphia",19125.0,(215) 634-3466,sketch-burger.com,Burgers,yelp_3_4427,Girard,E,413.0,philadelphia
for pete’s sake,"900 S Front St,Philadelphia",19147.0,(215) 462-2230,forpetessakepub.com,American (Traditional);Pubs,yelp_3_4428,Front,S,900.0,philadelphia
john’s place,"1529 Spring Garden St,Philadelphia",19130.0,(215) 665-0972,johnsplacepa.com,Pizza;Breakfast & Brunch;Sandwiches,yelp_3_4429,Spring,,1529.0,philadelphia
zento sushi and sake bar,"132 Chestnut St Olde City,Philadelphia",19106.0,(215) 925-9998,zentooldcity.com,Sushi Bars;Japanese,yelp_3_4431,Chestnut,,132.0,philadelphia
500 degrees,"1504 Sansom St,Philadelphia",19102.0,(215) 568-5000,500degrees.com,Burgers,yelp_3_4434,Sansom,,1504.0,philadelphia
