name,phone,address,zip,cuisine,website,id,road_name,road_dir,road_number,city
Krung Thep Thai Cuisine,(773) 296-2178,3205 N Halsted St,60657,Thai,,yelp_2_648,Halsted,N,3205.0,
Emperor’s Choice Restaurant,(312) 225-8800,2238 S Wentworth Ave,60616,Chinese,,yelp_2_650,Wentworth,S,2238.0,
Osteria La Madia,(312) 329-0400,59 W Grand Ave,60654,Pizza,,yelp_2_651,Grand,W,59.0,
Dawali Mediterranean Kitchen,(312) 944-5800,1625 N Halsted St,60614,Mediterranean,,yelp_2_653,Halsted,N,1625.0,
Siam Noodle and Rice,(773) 769-6694,4654 N Sheridan Rd,60640,Thai,,yelp_2_658,Sheridan,N,4654.0,
Tarantino’s,(773) 871-2929,1112 W Armitage Ave,60614,Italian,,yelp_2_663,Armitage,W,1112.0,
Gather,(773) 506-9300,4539 N Lincoln Ave,60625,Wine Bars,,yelp_2_665,Lincoln,N,4539.0,
Wildfire,(312) 787-9000,159 W Erie St,60654,"American (Traditional),遊園地,ショッピングセンター",,yelp_2_666,Erie,W,159.0,
Goose Island Shrimp House Chicago,(312) 642-3640,1013 W Division St,60642,Seafood,,yelp_2_672,Division,W,1013.0,
Las Palmas,(773) 289-4991,1835 W North Ave,60622,Mexican,,yelp_2_673,North,W,1835.0,
Danny’s Egghead Diner,(773) 857-0171,2012 W Irving Park Rd,60618,Breakfast & Brunch,,yelp_2_675,Irving,W,2012.0,
Crisp,(773) 697-7610,2940 N Broadway Ave,60657,Korean,,yelp_2_676,Broadway,N,2940.0,
MAK Restaurant,(773) 772-6251,1924 W Division St,60622,Asian Fusion,,yelp_2_677,Division,W,1924.0,
Rolls ‘N Bowls,(773) 728-2939,5501 N Lincoln Ave,60625,Sushi Bars,,yelp_2_679,Lincoln,N,5501.0,
Smoke Daddy,(773) 772-6656,1804 W Division St,60622,"Barbeque,Burgers,American (Traditional),Wine Bars,Wine Bars",,yelp_2_681,Division,W,1804.0,
"Joe’s Seafood, Prime Steak & Stone Crab",(312) 379-5637,60 E Grand Ave,60611,Seafood,,yelp_2_686,Grand,E,60.0,
River Roast,(312) 822-0100,315 N La Salle Dr,60654,American (Traditional),,yelp_2_687,La Salle,N,315.0,
Kathy De’s Deli,(773) 373-2688,3642 S Parnell Ave,60609,Delis,,yelp_2_690,Parnell,S,3642.0,
Fish N Go,(773) 961-8235,4749 N Pulaski Rd,60625,Seafood,,yelp_2_691,Pulaski,N,4749.0,
Home Style Taste Chinese,(312) 949-9328,3205 S Halsted St,60608,Chinese,,yelp_2_694,Halsted,S,3205.0,
ZED451,(312) 266-6691,739 N Clark St,60654,Steakhouses,,yelp_2_699,Clark,N,739.0,
Dunlays on Clark,(773) 883-6000,2600 N Clark St,60614,Burgers,,yelp_2_700,Clark,N,2600.0,
Chengdu Impression,(773) 477-6256,2545 N Halsted St,60614,Szechuan,,yelp_2_703,Halsted,N,2545.0,
Mama Milano’s Pizza Bar,(312) 787-3710,1419 N Wells St,60610,Pizza,,yelp_2_704,Wells,N,1419.0,
Ceviche,(773) 235-4500,2554 W Diversey Ave,60647,Seafood,,yelp_2_706,Diversey,W,2554.0,
Roti Mediterranean Grill,(312) 775-7000,10 S Riverside Plz,60606,Mediterranean,,yelp_2_707,Riverside,S,10.0,
Le Colonial,(312) 255-0088,937 N Rush St,60611,Vietnamese,,yelp_2_708,Rush,N,937.0,
Ceres Cafe,(312) 427-3443,141 W Jackson Blvd,60604,American (Traditional),,yelp_2_710,Jackson,W,141.0,
Ani,(872) 206-8553,3056 N Lincoln Ave,60657,"Japanese,Sushi Bars",,yelp_2_712,Lincoln,N,3056.0,
Paramount Room,(312) 829-6300,415 N Milwaukee Ave,60654,"American (New),Breakfast & Brunch,American (New)",,yelp_2_713,Milwaukee,N,415.0,
Taqueria Los Comales 3,(312) 666-2251,1544 W 18th St,60608,Mexican,,yelp_2_714,18Th,W,1544.0,
Davanti Enoteca River North,(312) 605-5900,30 E Hubbard St,60611,Italian,,yelp_2_715,Hubbard,E,30.0,
The Ogden,(312) 226-1888,1659 W Ogden Ave,60612,Sports Bars,,yelp_2_718,Ogden,W,1659.0,
Mercadito Kitchen,(312) 640-8141,10 E Delaware Pl,60611,Mexican,,yelp_2_719,Delaware,E,10.0,
Cafe Ba-Ba-Reeba!,(773) 935-5000,2024 N Halsted St,60614,Tapas/Small Plates,,yelp_2_723,Halsted,N,2024.0,
Cafe Orient 33,(773) 509-6538,4829 N Kedzie Ave,60625,Korean,,yelp_2_724,Kedzie,N,4829.0,
Quartino,(312) 698-5000,626 N State St,60654,Tapas Bars,,yelp_2_725,State,N,626.0,
Honey Butter Fried Chicken,(773) 478-4000,3361 N Elston Ave,60618,American (Traditional),,yelp_2_727,Elston,N,3361.0,
Keren Kitchen,(773) 472-9090,1513 W Irving Pk RdSte 1,60613,Ethiopian,,yelp_2_729,Irving,W,1513.0,
River Valley Ranch & Kitchens,(872) 208-3267,1820 W Wilson Ave,60640,Cafes,,yelp_2_733,Wilson,W,1820.0,
Kuma’s Corner,(773) 604-8769,2900 W Belmont Ave,60618,Pubs,,yelp_2_734,Belmont,W,2900.0,
The Local Chicago,(312) 280-8887,198 E Delaware Pl,60611,American (Traditional),,yelp_2_735,Delaware,E,198.0,
Bavette’s Bar & Boeuf,(312) 624-8154,218 W Kinzie St,60654,Steakhouses,,yelp_2_736,Kinzie,W,218.0,
The Publican,(312) 733-9555,837 W Fulton Market,60607,American (New),,yelp_2_746,Fulton Market,W,837.0,
Tacos la Banqueta,(214) 324-4445,7233 Gaston Ave,75214,Mexican,,yelp_2_752,Gaston,,7233.0,
Mesero - Henderson,(214) 821-6426,2822 N Henderson Ave,75206,Mexican,,yelp_2_756,Henderson,N,2822.0,
Bolsa,(214) 367-9367,614 W Davis St,75208,American (New),,yelp_2_759,Davis,W,614.0,
Perry’s Steakhouse & Grille - Uptown,(214) 855-5151,2000 McKinney AveSte 100,75201,Steakhouses,,yelp_2_760,Mckinney Aveste 100,,2000.0,
Rapscallion,(469) 291-5660,2023 Greenville AveSte 110,75206,American (New),,yelp_2_761,Greenville Aveste 110,,2023.0,
Stock & Barrel,(214) 888-0150,316 Davis St,75208,American (Traditional),,yelp_2_762,Davis,,316.0,
Pera Mediterranean Grill,(214) 484-7706,2633 McKinney AveSte 170,75204,Mediterranean,,yelp_2_763,Mckinney Aveste 170,,2633.0,
The Rustic,(214) 730-0596,3656 Howell St,75204,"Bars,Gastropub,Cucina americana (tradizionale)",,yelp_2_765,Howell,,3656.0,
Lyfe Kitchen - West Village,(214) 526-5933,3699 Mckinney AveSte A-221,75204,American (New),,yelp_2_767,Mckinney Aveste A- 221,,3699.0,
FT33,(214) 741-2629,1617 Hi Line DrSte 250,75207,American (New),,yelp_2_768,Hi Line Drste 250,,1617.0,
Henk’s European Deli & Black Forest Bakery,(214) 987-9090,5811 Blackwell St,75231,Bakeries,,yelp_2_769,Blackwell,,5811.0,
Blind Butcher,(214) 887-0000,1919 Greenville Ave,75206,American (New),,yelp_2_772,Greenville,,1919.0,
Joyce & Gigi’s Kitchen,(469) 334-0799,1623 N Hall St,75204,Brazilian,,yelp_2_773,Hall,N,1623.0,
Kozy Kitchen,(214) 219-5044,4433 McKinney Ave,75205,Bakeries,,yelp_2_774,Mckinney,,4433.0,
Toulouse Café and Bar,(214) 520-8999,3314 Knox St,75205,French,,yelp_2_775,Knox,,3314.0,
Rex’s Seafood Market,(214) 351-6363,5200 W Lovers Ln,75209,Seafood,,yelp_2_778,Lovers,W,5200.0,
Knife,(214) 443-9339,5300 E Mockingbird Ln,75206,Steakhouses,,yelp_2_780,Mockingbird,E,5300.0,
Cedars Mediterranean Mezza & Grill,(214) 373-8141,8141 Walnut Hill LnSte 1200,75231,Mediterranean,,yelp_2_781,Walnut,,8141.0,
Daddy Jack’s,(214) 826-4910,1916 Greenville Ave,75206,Seafood,,yelp_2_782,Greenville,,1916.0,
CBD Provisions,(214) 261-4500,1530 Main St,75201,Brasseries,,yelp_2_783,Main,,1530.0,
Jonathon’s Oak Cliff,(214) 946-2221,1111 N Beckley Ave,75203,American (New),,yelp_2_785,Beckley,N,1111.0,
Pappas Bros Steakhouse,(214) 366-2000,10477 Lombardy Ln,75220,Steakhouses,,yelp_2_786,Lombardy,,10477.0,
Hibiscus,(214) 827-2927,2927 N Henderson Ave,75206,"American (New),Pizza,Southern,Gastropubs",,yelp_2_787,Henderson,N,2927.0,
The Foundry,(214) 749-1112,2303 Pittman St,75208,American (New),,yelp_2_788,Pittman,,2303.0,
Bona Pizza,(214) 351-1888,4218 W Lovers LnSte A,75209,Pizza,,yelp_2_789,Lovers Lnste A,W,4218.0,
Mama’s Daughters’ Diner,(214) 742-8646,2014 Irving Blvd,75207,Soul Food,,yelp_2_792,Irving,,2014.0,
Twisted Root Burger Co.,(214) 741-7668,2615 Commerce St,75226,Burgers,,yelp_2_793,Commerce,,2615.0,
El Tacaso,(469) 335-9055,10025 Harry Hines Blvd,75220,Mexican,,yelp_2_799,Harry Hines,,10025.0,
Si Tapas,(214) 720-0324,2207 Allen St,75204,Spanish,,yelp_2_800,Allen,,2207.0,
Mike Anderson’s BBQ House,(214) 630-0735,5410 Harry Hines Blvd,75235,Barbeque,,yelp_2_801,Harry Hines,,5410.0,
Grub Burger Bar,(972) 370-3636,4925 Greenville Ave,75206,Bars,,yelp_2_802,Greenville,,4925.0,
Mimi’s Pizzeria,(972) 215-7290,6807 W Northwest Hwy,75225,Italian,,yelp_2_804,Northwest,W,6807.0,
Hopdoddy Burger Bar,(214) 871-2337,3227 McKinney AveSte 102,75204,Burgers,,yelp_2_806,Mckinney Aveste 102,,3227.0,
20 Feet Seafood Joint,(972) 707-7442,1160 Peavy Rd,75218,Seafood,,yelp_2_807,Peavy,,1160.0,
Roman Cucina,(972) 716-9950,7989 Belt Line RdSte 315,75248,Italian,,yelp_2_808,Belt Line Rdste 315,,7989.0,
Olivella’s Neo Pizza Napoletana,(214) 522-9898,2340 Victory Park Ln,75219,Pizza,,yelp_2_809,Victory,,2340.0,
Bread Winners Cafe & Bakery,(214) 754-4940,3301 McKinney Ave,75204,American (New),,yelp_2_813,Mckinney,,3301.0,
The Mint,(214) 219-6468,4246 Oak Lawn Ave,75219,Thai,,yelp_2_814,Oak Lawn,,4246.0,
Shell Shack,(877) 434-1411,2916 Mckinney Ave,75204,Seafood,,yelp_2_817,Mckinney,,2916.0,
Mia’s Tex-Mex Restaurant,(214) 526-1020,4322 Lemmon Ave,75219,Tex-Mex,,yelp_2_818,Lemmon,,4322.0,
Blue Sushi Sake Grill,(972) 677-7887,7859 Walnut Hill LnSte 100,75230,"Sushi Bars,Sushi Bars",,yelp_2_819,Walnut,,7859.0,
Tippy’s Thai Cafe,(972) 458-2233,12835 Preston RdSte 310,75230,Thai,,yelp_2_820,Preston Rdste 310,,12835.0,
Pakpao Thai Food,(214) 749-7002,1628 Oak Lawn AveSte 120,75207,Thai,,yelp_2_823,Oak Lawn Aveste 120,,1628.0,
Koryo Kalbi Korean BBQ,(972) 406-0087,2560 Royal LnSte 105,75229,Korean,,yelp_2_824,Royal Lnste 105,,2560.0,
The Boiling Crab,(972) 272-7086,10560 Walnut StSte 100,75243,Cajun/Creole,,yelp_2_825,Walnut Stste 100,,10560.0,
Carbone’s,(214) 522-4208,4208 Oak Lawn Ave,75219,Wine Bars,,yelp_2_826,Oak Lawn,,4208.0,
R+D Kitchen,(214) 890-7900,8300 Preston Ctr Plz,75225,American (New),,yelp_2_827,Preston,,8300.0,
Sissy’s Southern Kitchen & Bar,(214) 827-9900,2929 N Henderson Ave,75206,Southern,,yelp_2_828,Henderson,N,2929.0,
Vickery Park,(214) 827-1432,2810 N Henderson Ave,75206,Bars,,yelp_2_830,Henderson,N,2810.0,
DISH Preston Hollow,(214) 363-3474,8611 Hillcrest AveSte100,75225,American (New),,yelp_2_832,Hillcrest Aveste 100,,8611.0,
Nonna Restaurant,(214) 521-1800,4115 Lomo Alto Dr,75219,Italian,,yelp_2_834,Lomo Alto,,4115.0,
Palapas Seafood Bar,(214) 824-3000,1418 Greenville Ave,75243,Seafood,,yelp_2_841,Greenville,,1418.0,
Harvey B’s,(469) 334-0980,4506 Columbia AveSte 100,75226,Burgers,,yelp_2_843,Columbia Aveste 100,,4506.0,
Founder’s Square Deli,(214) 712-5900,900 Jackson St.Suite B-1,75202,Delis,,yelp_2_844,,,,
Twisted Root Burger Co.,(214) 361-2910,5609 SMU BlvdSuite 102,75206,"Burgers,墨西哥菜,快餐車",,yelp_2_847,Smu Blvdsuite 102,,5609.0,
Local,(214) 752-7500,2936 Elm St,75226,American (New),,yelp_2_848,Elm,,2936.0,
VertsKebap,(469) 726-2855,7949 Walnut Hill Ln,75230,Mediterranean,,yelp_2_850,Walnut,,7949.0,
Ziziki’s,(214) 521-2233,4514 Travis StSte 122,75205,Greek,,yelp_2_852,Travis Stste 122,,4514.0,
Torteria Insurgentes,(214) 366-2624,3701 W Northwest HwySte 310,75220,Mexican,,yelp_2_853,Northwest Hwyste 310,W,3701.0,
Truluck’s,(214) 220-2401,2401 McKinney Ave,75201,Steakhouses,,yelp_2_854,Mckinney,,2401.0,
Royal Thai,(214) 691-3555,5500 Greenville Ave,75206,Thai,,yelp_2_856,Greenville,,5500.0,
Twenty Seven,(972) 803-3265,2901 Elm St,75226,American (New),,yelp_2_857,Elm,,2901.0,
Hypnotic Donuts,(214) 668-6999,9007 Garland Rd,75218,Donuts,,yelp_2_858,Garland,,9007.0,
Ellen’s Southern Kitchen,(469) 206-3339,1718 N Market St,75202,Southern,,yelp_2_860,Market,N,1718.0,
The Local Oak,(214) 946-4625,409 N Zang Blvd,75208,American (Traditional),,yelp_2_862,Zang,N,409.0,
Cowboy Chicken,(214) 234-0505,5315 Greenville AveSte 125,75206,American (Traditional),,yelp_2_867,Greenville Aveste 125,,5315.0,
Baboush,(214) 599-0707,3636 Mckinney AveSte 160,75204,Moroccan,,yelp_2_869,Mckinney Aveste 160,,3636.0,
Dive Coastal Cuisine,(214) 891-1700,3404 Rankin St,75205,Seafood,,yelp_2_871,Rankin,,3404.0,
Pepe’s & Mito’s Mexican Café,(214) 741-1901,2911 Elm St,75226,Mexican,,yelp_2_874,Elm,,2911.0,
Bugatti Ristorante,(214) 350-2470,3802 W Northwest Hwy,75220,Italian,,yelp_2_875,Northwest,W,3802.0,
Flying Horse Cafe - Liquid Culture,(214) 741-1731,The Hotel Magnolia1401 A Commerce St,75201,American (New),,yelp_2_878,The Hotel Magnolia 1401 A Commerce,,-1.0,
Thai Thai Restaurant,(214) 828-9795,1731 Greenville Ave,75206,Thai,,yelp_2_879,Greenville,,1731.0,
Taco Joint,(214) 826-8226,911 N Peak St,75204,Mexican,,yelp_2_880,Peak,N,911.0,
Ms. Daisy Fish and Cajun,(972) 290-0832,5555 Preston Oaks RdSte 5,75254,Cajun/Creole,,yelp_2_884,Preston Oaks Rdste 5,,5555.0,
Havana Cafe,(214) 660-9611,1152 Buckner BlvdSte J-126,75218,Cuban,,yelp_2_885,Buckner Blvdste J- 126,,1152.0,
Luscher’s Red Hots,(214) 434-1006,2653 Commerce St,75226,Hot Dogs,,yelp_2_886,Commerce,,2653.0,
Liberty Burger,(972) 239-2100,5211 Forest Ln,75244,Burgers,,yelp_2_887,Forest,,5211.0,
Lucky’s Cafe,(214) 522-3500,3531 Oak Lawn Ave,75219,American (Traditional),,yelp_2_888,Oak Lawn,,3531.0,
Le Taco Cantina,(469) 802-6753,2808 Oak Lawn,75219,Mexican,,yelp_2_889,Oak Lawn,,2808.0,
St. Pete’s Dancing Marlin,(214) 698-1511,2730 Commerce St,75226,American (Traditional),,yelp_2_891,Commerce,,2730.0,
Spice In The City Dallas,(469) 554-0348,1512 Commerce StSte 101,75201,Indian,,yelp_2_892,Commerce Stste 101,,1512.0,
Chiladas,(214) 365-9900,4448 Lovers Ln,75225,Tex-Mex,,yelp_2_893,Lovers,,4448.0,
Remedy,(469) 294-4012,2010B Greenville Ave,75206,American (Traditional),,yelp_2_894,Greenville,,2010.0,
Y O Ranch Steakhouse,(214) 744-3287,702 Ross Ave,75202,Steakhouses,,yelp_2_895,Ross,,702.0,
Digg’s Taco Shop,(469) 930-9504,7325 Gaston AveSte 110,75214,Tex-Mex,,yelp_2_896,Gaston Aveste 110,,7325.0,
Cafe Brazil,(214) 461-8762,3847 Cedar Springs Rd,75219,Breakfast & Brunch,,yelp_2_897,Cedar,,3847.0,
Olivella’s By SMU,(214) 528-7070,3406 McFarlin Blvd,75205,Pizza,,yelp_2_898,Mcfarlin,,3406.0,
Cosmic Café,(214) 521-6157,2912 Oak Lawn Ave,75219,Vegetarian,,yelp_2_899,Oak Lawn,,2912.0,
El Bolero,(214) 741-1986,1201 Oak Lawn Ave,75207,Mexican,,yelp_2_900,Oak Lawn,,1201.0,
Riverside Grill,(214) 655-6300,940 N Riverfront Blvd,75207,American (Traditional),,yelp_2_901,Riverfront,N,940.0,
Nick & Sam’s,(214) 871-7444,3008 Maple Ave,75201,Steakhouses,,yelp_2_902,Maple,,3008.0,
Nora Restaurant and Bar,(214) 828-0095,1928 Greenville Ave,75206,Afghan,,yelp_2_904,Greenville,,1928.0,
Sykamore Vegan House,(214) 826-0305,4029 Crutcher St,75246,Juice Bars & Smoothies,,yelp_2_906,Crutcher,,4029.0,
Lockhart Smokehouse,(214) 944-5521,400 W Davis St,75208,Barbeque,,yelp_2_907,Davis,W,400.0,
Nasher Cafe by Wolfgang Puck,(214) 242-5118,2001 Flora St,75201,American (New),,yelp_2_908,Flora,,2001.0,
Super Chix,(972) 788-0660,14999 Preston RdSte 226,75254,Ice Cream & Frozen Yogurt,,yelp_2_909,Preston Rdste 226,,14999.0,
Stephan Pyles,(214) 580-7000,1807 Ross Ave,75201,American (New),,yelp_2_910,Ross,,1807.0,
Aw Shucks,(214) 821-9449,3601 Greenville Ave,75206,Seafood,,yelp_2_911,Greenville,,3601.0,
Bangkok City,(214) 824-6200,4301 Bryan St,75204,Thai,,yelp_2_913,Bryan,,4301.0,
Avanti Ristorante,(214) 871-4955,2720 McKinney Ave,75204,Italian,,yelp_2_914,Mckinney,,2720.0,
Fadi’s Mediterranean Grill,(214) 528-1800,3001 Knox St.Ste 110,75205,Middle Eastern,,yelp_2_915,,,,
Off Site Kitchen,(214) 741-2226,311 Singleton BlvdSte 100,75212,Burgers,,yelp_2_916,Singleton Blvdste 100,,311.0,
El Rey Del Grill,(214) 559-3668,4535 Maple Ave,75219,Mexican,,yelp_2_917,Maple,,4535.0,
Crossroads Diner,(214) 346-3491,8121 Walnut Hill Ln,75231,Diners,,yelp_2_921,Walnut,,8121.0,
S&D Oyster Company,(214) 880-0111,2701 McKinney Ave,75204,Seafood,,yelp_2_923,Mckinney,,2701.0,
Original Market Diner,(214) 521-0992,4434 Harry Hines Blvd,75219,American (Traditional),,yelp_2_925,Harry Hines,,4434.0,
Southpaw’s Organic Café,(214) 987-0351,6009 Berkshire Ln,75225,Salad,,yelp_2_926,Berkshire,,6009.0,
Desperados Mexican Restaurant,(214) 363-1850,4818 Greenville Ave,75206,Mexican,,yelp_2_928,Greenville,,4818.0,
Taverna,(214) 520-9933,3312 Knox St,75205,Italian,,yelp_2_929,Knox,,3312.0,
Kostas Cafe,(214) 987-3225,4914 Greenville Ave,75206,Greek,,yelp_2_930,Greenville,,4914.0,
La Duni Latin Cafe,(214) 520-7300,4620 McKinney Ave,75205,"Latin American,Bakeries,Latin American,Coffee & Tea,Coffee & Tea",,yelp_2_931,Mckinney,,4620.0,
Taco Joint,(214) 821-8226,6434 E Mockingbird Ln,75214,Tex-Mex,,yelp_2_932,Mockingbird,E,6434.0,
Start,(214) 265-1411,4814 Greenville Ave,75206,Fast Food,,yelp_2_936,Greenville,,4814.0,
Asian Mint,(214) 363-6655,11617 N Central ExpySte 135,75243,Asian Fusion,,yelp_2_937,Central Expyste 135,N,11617.0,
Uchi,(214) 855-5454,2817 Maple Ave,75201,Japanese,,yelp_2_938,Maple,,2817.0,
Kessler Park Eating House,(214) 782-9273,1619 N Beckley Ave,75203,American (New),,yelp_2_940,Beckley,N,1619.0,
Tillman’s Roadhouse,(214) 942-0988,324 W 7th St,75208,Comfort Food,,yelp_2_943,7Th,W,324.0,
Mesa,(214) 941-4246,118 W Jefferson Blvd,75208,Mexican,,yelp_2_946,Jefferson,W,118.0,
CiboDivino Marketplace,(214) 653-2426,1868 Sylvan AveSte D100,75208,Italian,,yelp_2_948,Sylvan Aveste D 100,,1868.0,
Mario’s,(214) 599-9744,5404 Lemmon Ave,75209,Mexican,,yelp_2_950,Lemmon,,5404.0,
Garden Cafe,(214) 887-8330,5310 Junius St,75214,Breakfast & Brunch,,yelp_2_951,Junius,,5310.0,
Mi Cocina,(214) 521-6426,77 Highland Park Village,75205,Mexican,,yelp_2_952,Highland,,77.0,
Cafe Pacific,(214) 526-1170,24 Highland Park Village,75205,Seafood,,yelp_2_953,Highland,,24.0,
Luna’s Tortilla Factory,(214) 747-2661,8524 Harry Hines Blvd,75235,Mexican,,yelp_2_954,Harry Hines,,8524.0,
Torchy’s Tacos,(972) 993-8226,5600 SMU BlvdSte 102,75206,Tex-Mex,,yelp_2_955,Smu Blvdste 102,,5600.0,
Smokey John’s Bar-B-Que,(214) 352-2752,1820 W Mockingbird Ln,75235,Barbeque,,yelp_2_956,Mockingbird,W,1820.0,
Shivas Bar & Grill,(469) 250-1429,1907 Greenville Ave,75206,Indian,,yelp_2_958,Greenville,,1907.0,
Little Katana,(214) 443-9600,4527 Travis St,75205,Sushi Bars,,yelp_2_962,Travis,,4527.0,
Muscle Maker Grill,(214) 272-2210,2217 Greenville Ave,75206,American (Traditional),,yelp_2_963,Greenville,,2217.0,
Maracas,(214) 748-7140,2914 Main St,75226,Mexican,,yelp_2_964,Main,,2914.0,
Bangkok Dee Thai Cuisine,(214) 739-3436,10207 N Central Expwy,75231,Thai,,yelp_2_966,Central Expwy,N,10207.0,
Taqueria El Si Hay,(214) 941-4042,601 W Davis ST,75208,Mexican,,yelp_2_967,Davis,W,601.0,
Bob’s Steak & Chop House,(214) 652-4800,555 S Lamar St,75202,Steakhouses,,yelp_2_970,Lamar,S,555.0,
Chop House Burger,(214) 741-2747,1501 Main St,75201,Burgers,,yelp_2_973,Main,,1501.0,
Pappadeaux Seafood Kitchen,(214) 358-1912,10428 Lombardy Ln,75220,Seafood,,yelp_2_976,Lombardy,,10428.0,
Royal China,(214) 361-1771,6025 Royal LnSte 201,75230,Chinese,,yelp_2_977,Royal Lnste 201,,6025.0,
Tampopo Japanese Cafe,(214) 378-7676,6130 Greenville AveSte 100,75206,Japanese,,yelp_2_980,Greenville Aveste 100,,6130.0,
DaLat Vietnamese Restaurant & Bar,(214) 827-3200,2537 N Fitzhugh Ave,75204,Vietnamese,,yelp_2_981,Fitzhugh,N,2537.0,
Sushiya,(214) 744-9600,1306 Elm St,75202,Sushi Bars,,yelp_2_982,Elm,,1306.0,
Bandito’s Tex-Mex Cantina,(214) 750-6100,6615 Snider Plz,75205,Mexican,,yelp_2_986,Snider,,6615.0,
Yama Sushi,(972) 234-3474,8989 Forest LnSte 112,75243,Japanese,,yelp_2_987,Forest Lnste 112,,8989.0,
Cafe 43,(214) 200-4302,2943 SMU Blvd,75205,Cafes,,yelp_2_989,Smu,,2943.0,
Maki Boy,(972) 243-3777,2330 Royal Ln,75229,Japanese,,yelp_2_991,Royal,,2330.0,
Oddfellows,(214) 944-5958,316 W 7th St,75208,Breakfast & Brunch,,yelp_2_993,7Th,W,316.0,
Meso Maya,(214) 484-6555,1611 McKinney Ave,75202,Mexican,,yelp_2_994,Mckinney,,1611.0,
Little Greek Fresh Grill,(214) 696-1234,9665 N Central ExpySte 140,75231,Greek,,yelp_2_995,Central Expyste 140,N,9665.0,
Avilas Mexican Restaurant,(214) 520-2700,4714 Maple Ave,75219,Mexican,,yelp_2_996,Maple,,4714.0,
Woodlands On Forest,(972) 239-2024,6073 Forest Ln,75230,American (New),,yelp_2_997,Forest,,6073.0,
Better Burger,(214) 350-1414,5715 Lemmon Ave,75235,Burgers,,yelp_2_998,Lemmon,,5715.0,
Bread Winners Cafe & Bakery,(214) 351-3339,5560 W Lovers Ln,75209,Breakfast & Brunch,,yelp_2_1002,Lovers,W,5560.0,
Flaming Burger,(214) 321-3734,11255 Garland RdSte 101A,75228,Burgers,,yelp_2_1003,Garland Rdste 101A,,11255.0,
Atomic Pie,(214) 553-5733,9660 Audelia RdSte 117,75238,Pizza,,yelp_2_1004,Audelia Rdste 117,,9660.0,
The Social House,(214) 999-0046,2708 Routh St,75201,American (New),,yelp_2_1005,Routh,,2708.0,
Offshore’s Nextdoor,(214) 503-1012,9660 Audelia RdSte 304,75238,Seafood,,yelp_2_1007,Audelia Rdste 304,,9660.0,
Sevy’s Grill,(214) 265-7389,8201 Preston RdSte 100,75225,American (Traditional),,yelp_2_1010,Preston Rdste 100,,8201.0,
Norma’s Cafe,(214) 946-4711,1123 W Davis St,75208,Southern,,yelp_2_1012,Davis,W,1123.0,
Ziziki’s Restaurants,(469) 232-9922,11661 Preston RdSte 309,75230,Greek,,yelp_2_1013,Preston Rdste 309,,11661.0,
Alligator Cafe,(214) 821-6900,9540 Garland RdSte 362,75218,Cajun/Creole,,yelp_2_1014,Garland Rdste 362,,9540.0,
Flying Fish,(214) 696-3474,6126 Luther Ln,75225,Seafood,,yelp_2_1015,Luther,,6126.0,
Cafe Izmir,(214) 826-7788,3711 Greenville Ave,75206,"Middle Eastern,Deli",,yelp_2_1016,Greenville,,3711.0,
Komali,(214) 252-0200,4152 Cole Ave,75204,Mexican,,yelp_2_1018,Cole,,4152.0,
Stonedeck Pizza Pub,(469) 802-6742,2613 Elm St,75226,Pizza,,yelp_2_1023,Elm,,2613.0,
Dakota’s Restaurant,(214) 740-4001,600 N Akard StSte 3300,75201,Steakhouses,,yelp_2_1024,Akard Stste 3300,N,600.0,
Two Guys From Italy,(972) 247-6814,11637 Webb Chapel Rd,75229,Pizza,,yelp_2_1025,Webb Chapel,,11637.0,
ZuZu Fresh-Made Tex-Mex,(214) 828-2231,4140 Abrams Rd,75214,Mexican,,yelp_2_1026,Abrams,,4140.0,
True Food Kitchen,(214) 377-3333,"The Plaza at Preston Center8383 Preston Ctr Plz, Ste 100",75225,American (New),,yelp_2_1027,The,,-1.0,ste 100
Tei Tei Robata,(214) 828-2400,2906 N Henderson Ave,75206,Japanese,,yelp_2_1028,Henderson,N,2906.0,
Jerry’s Wood-Fired Dogs,(214) 750-7053,6340 Gaston Ave,75214,Hot Dogs,,yelp_2_1029,Gaston,,6340.0,
La Victoria,(214) 827-0101,1605 N Haskell Ave,75204,Mexican,,yelp_2_1034,Haskell,N,1605.0,
Burger Bueno,(972) 387-3400,13021 Coit Rd,75240,Burgers,,yelp_2_1035,Coit,,13021.0,
Zoës Kitchen,(214) 887-6330,2009 Abrams Pkwy,75214,Southern,,yelp_2_1036,Abrams,,2009.0,
LUCK - Local Urban Craft Kitchen,(469) 250-0679,3011 Gulden LnSte 112,75212,American (New),,yelp_2_1038,Gulden Lnste 112,,3011.0,
Urban Taco,(214) 922-7080,3411 McKinney Ave,75204,Mexican,,yelp_2_1039,Mckinney,,3411.0,
Kenny’s Italian Kitchen,(972) 661-9380,5100 Belt Line RdSte 764,75254,Italian,,yelp_2_1041,Belt Line Rdste 764,,5100.0,
The Crab Station - Oyster Bar,(972) 889-3888,9780 Walnut StSuite 270,75243,Seafood,,yelp_2_1042,Walnut Stsuite 270,,9780.0,
Alligator Cafe,(214) 748-6901,2912 Elm St,75226,Cajun/Creole,,yelp_2_1043,Elm,,2912.0,
