source_id,target_id,pair_id,label,cosine_tfidf,road_dir_lev,road_dir_jaccard,road_dir_relaxed_jaccard,road_dir_overlap,road_dir_containment,road_dir_token_jaccard,cuisine_lev,cuisine_jaccard,cuisine_relaxed_jaccard,cuisine_overlap,cuisine_containment,cuisine_token_jaccard,city_lev,city_jaccard,city_relaxed_jaccard,city_overlap,city_containment,city_token_jaccard,road_number_sim,road_number_num_equal,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_containment,name_token_jaccard,address_lev,address_jaccard,address_relaxed_jaccard,address_overlap,address_containment,address_token_jaccard,website_lev,website_jaccard,website_relaxed_jaccard,website_overlap,website_containment,website_token_jaccard,road_name_lev,road_name_jaccard,road_name_relaxed_jaccard,road_name_overlap,road_name_containment,road_name_token_jaccard,zip_sim,zip_num_equal
yellow_pages_1_14581,yelp_2_170,yellow_pages_1_14581-yelp_2_170,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.055357142857142806,0.0,0.0,-1.0,0.75,0.13671875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9890746934225195,0.0,0.3125,0.25,0.25,0.0,0.5,0.4545454545454546,0.2755102040816327,0.14285714285714285,0.14285714285714285,-1.0,0.25,0.24637681159420297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333337,0.5123865011217741,0.0
yellow_pages_1_23245,yelp_2_170,yellow_pages_1_23245-yelp_2_170,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04783950617283958,0.0,0.0,-1.0,0.75,0.12500000000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9803418803418803,0.0,0.16000000000000003,0.2,0.2,0.0,0.5,0.4285714285714286,0.24725274725274723,0.0,0.0,-1.0,0.0,0.24637681159420297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.42857142857142855,0.25,0.6305545440663433,0.0
yellow_pages_1_7580,yelp_2_175,yellow_pages_1_7580-yelp_2_175,True,0.8355363773374144,1.0,1.0,1.0,1.0,1.0,1.0,0.07828282828282822,0.16666666666666666,0.16666666666666666,-1.0,1.0,0.22083333333333338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818181,0.8,0.8,-1.0,1.0,0.7111111111111111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_17765,yelp_2_175,yellow_pages_1_17765-yelp_2_175,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10544217687074828,0.2,0.2,-1.0,1.0,0.22083333333333338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9874767744332962,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.2857142857142857,0.29670329670329665,0.0,0.0,-1.0,0.0,0.27777777777777785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.0,0.0,0.0,0.6,0.4285714285714286,0.7931471932153219,0.0
yellow_pages_1_21384,yelp_2_175,yellow_pages_1_21384-yelp_2_175,False,0.12206541274672923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35227272727272724,0.0,0.0,-1.0,0.75,0.3359375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.84429580081754,0.0,0.1428571428571429,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.24725274725274723,0.0,0.0,-1.0,0.0,0.26136363636363646,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.2,0.09090909090909094,0.6299672277495214,0.0
yellow_pages_1_23267,yelp_2_175,yellow_pages_1_23267-yelp_2_175,False,0.10840753954692256,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35227272727272724,0.0,0.0,-1.0,0.75,0.3359375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8649944258639911,0.0,0.1428571428571429,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.23809523809523814,0.0,0.0,-1.0,0.0,0.29583333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2222222222222222,0.0,0.0,0.0,0.4,0.19999999999999996,0.6297910328544747,0.0
yellow_pages_1_18704,yelp_2_175,yellow_pages_1_18704-yelp_2_175,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35227272727272724,0.0,0.0,-1.0,0.75,0.3359375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9874767744332962,0.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.4285714285714286,0.24884792626728117,0.0,0.0,-1.0,0.0,0.31060606060606066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.0,0.0,0.0,0.6,0.4285714285714286,0.7931471932153219,0.0
yellow_pages_1_26435,yelp_2_177,yellow_pages_1_26435-yelp_2_177,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12385844748858454,0.0,0.0,-1.0,0.75,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9950947603121516,0.0,0.11764705882352944,0.0,0.0,0.0,0.0,0.1875,0.21428571428571425,0.0,0.0,-1.0,0.0,0.21212121212121215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.09999999999999998,0.5949514289405988,0.0
yellow_pages_1_26854,yelp_2_177,yellow_pages_1_26854-yelp_2_177,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23484848484848478,0.0,0.0,-1.0,0.7142857142857143,0.46875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9950947603121516,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.18367346938775517,0.0,0.0,-1.0,0.0,0.21212121212121215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.09999999999999998,0.5949514289405988,0.0
yellow_pages_1_23739,yelp_2_177,yellow_pages_1_23739-yelp_2_177,False,0.1015293111268109,0.0,0.0,0.0,0.0,0.0,0.0,0.2246376811594203,0.0,0.0,-1.0,0.75,0.46875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.932329988851728,0.0,0.7272727272727273,0.3333333333333333,0.3333333333333333,0.0,0.5,0.8,0.23809523809523814,0.0,0.0,-1.0,0.0,0.29583333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.18181818181818177,0.8289030105834401,0.0
yellow_pages_1_24683,yelp_2_177,yellow_pages_1_24683-yelp_2_177,False,0.0920658595488353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22355769230769237,0.0,0.0,-1.0,0.875,0.37499999999999994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9549609810479376,0.0,0.16666666666666663,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5333333333333333,0.24107142857142858,0.0,0.0,-1.0,0.0,0.32936507936507936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.3333333333333333,0.18181818181818177,0.8289617422151222,0.0
yellow_pages_1_9829,yelp_2_177,yellow_pages_1_9829-yelp_2_177,False,0.08945508788889843,0.0,0.0,0.0,0.0,0.0,0.0,0.1769406392694064,0.2,0.2,-1.0,1.0,0.5913461538461539,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8257153474544778,0.0,0.30000000000000004,0.5,0.5,0.0,1.0,0.375,0.3317972350230415,0.0,0.0,-1.0,0.0,0.29583333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.6,0.375,0.807407233387758,0.0
yellow_pages_1_23657,yelp_2_179,yellow_pages_1_23657-yelp_2_179,False,0.17390625472431967,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18083333333333335,0.0,0.0,-1.0,0.0,0.4097222222222222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8778892604979561,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21428571428571425,0.0,0.0,-1.0,0.0,0.38095238095238104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.4,0.19999999999999996,0.8290909518048231,0.0
yellow_pages_1_7525,yelp_2_179,yellow_pages_1_7525-yelp_2_179,True,0.18593525669554994,0.0,0.0,0.0,0.0,0.0,0.0,0.28703703703703703,0.0,0.0,-1.0,0.0,0.43333333333333335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9665551839464883,0.0,0.5217391304347826,0.6666666666666666,0.6666666666666666,0.0,1.0,0.7333333333333334,0.33333333333333337,0.0,0.0,-1.0,0.0,0.3157894736842106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.4,0.19999999999999996,0.9994244300095145,0.0
yellow_pages_1_7828,yelp_2_179,yellow_pages_1_7828-yelp_2_179,True,0.866756133443062,1.0,1.0,1.0,1.0,1.0,1.0,0.21527777777777773,0.0,0.0,-1.0,0.5714285714285714,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5217391304347826,0.6666666666666666,0.6666666666666666,0.0,1.0,0.7333333333333334,0.8181818181818181,0.8,0.8,-1.0,1.0,0.7291666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_2082,yelp_2_179,yellow_pages_1_2082-yelp_2_179,False,0.028277647352171194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13963963963963966,0.0,0.0,-1.0,0.0,0.3422619047619047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9842809364548495,0.0,0.25,0.0,0.0,0.0,0.0,0.19999999999999996,0.1928571428571429,0.0,0.0,-1.0,0.0,0.27777777777777785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4052247659544478,0.0
yellow_pages_1_17765,yelp_2_179,yellow_pages_1_17765-yelp_2_179,False,0.013404434055195218,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28996598639455784,0.16666666666666666,0.16666666666666666,-1.0,0.5,0.46875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9962467484206614,0.0,0.08333333333333337,0.0,0.0,0.0,0.0,0.3125,0.3461538461538462,0.0,0.0,-1.0,0.0,0.486842105263158,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.0,0.0,0.0,0.6,0.4285714285714286,0.7937227632058074,0.0
yellow_pages_1_6653,yelp_2_182,yellow_pages_1_6653-yelp_2_182,True,0.8751895478846429,1.0,1.0,1.0,1.0,1.0,1.0,0.10854341736694682,0.1111111111111111,0.1111111111111111,-1.0,1.0,0.3422619047619047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.56,0.6666666666666666,0.6666666666666666,0.0,1.0,0.7692307692307692,0.9047619047619048,0.8,0.8,-1.0,1.0,0.796875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_7819,yelp_2_182,yellow_pages_1_7819-yelp_2_182,False,0.10615031025171598,0.0,0.0,0.0,0.0,0.0,0.0,0.08969907407407404,0.09090909090909091,0.09090909090909091,-1.0,1.0,0.3625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9819769602378298,0.0,0.19999999999999996,0.3333333333333333,0.3333333333333333,0.0,0.5,0.7272727272727273,0.391304347826087,0.0,0.0,-1.0,0.0,0.26136363636363646,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.4,0.19999999999999996,0.9996006249045611,0.0
yellow_pages_1_6063,yelp_2_186,yellow_pages_1_6063-yelp_2_186,True,0.8577348764543444,1.0,1.0,1.0,1.0,1.0,1.0,0.22388888888888892,0.16666666666666666,0.16666666666666666,-1.0,1.0,0.5446428571428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.3157894736842105,0.4,0.4,0.0,1.0,0.5625,0.8742857142857142,0.8,0.8,-1.0,1.0,0.7291666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_9076,yelp_2_186,yellow_pages_1_9076-yelp_2_186,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1946347031963471,0.0,0.0,-1.0,0.875,0.40234375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8755852842809364,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.3125,0.1677018633540373,0.0,0.0,-1.0,0.0,0.1992753623188407,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.09999999999999998,0.807007858292319,0.0
yellow_pages_1_9183,yelp_2_186,yellow_pages_1_9183-yelp_2_186,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2083333333333333,0.0,0.0,-1.0,0.625,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8755852842809364,0.0,0.08333333333333337,0.0,0.0,0.0,0.375,0.2142857142857143,0.21428571428571425,0.0,0.0,-1.0,0.0,0.1746031746031747,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.4,0.2222222222222222,0.8075716819564681,0.0
yellow_pages_1_7687,yelp_2_186,yellow_pages_1_7687-yelp_2_186,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2527173913043478,0.0,0.0,-1.0,0.75,0.46875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8755852842809364,0.0,0.16666666666666663,0.0,0.0,0.0,0.5,0.3076923076923077,0.24725274725274723,0.0,0.0,-1.0,0.0,0.18750000000000006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.2,0.08333333333333337,0.9997885661259441,0.0
yellow_pages_1_8099,yelp_2_186,yellow_pages_1_8099-yelp_2_186,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15127627627627632,0.14285714285714285,0.14285714285714285,-1.0,1.0,0.5041666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8755852842809364,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857143,0.21428571428571425,0.0,0.0,-1.0,0.0,0.09722222222222224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997885661259441,0.0
yellow_pages_1_8820,yelp_2_188,yellow_pages_1_8820-yelp_2_188,True,0.9144694514091942,1.0,1.0,1.0,1.0,1.0,1.0,0.21174863387978138,0.4,0.4,-1.0,1.0,0.5913461538461539,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5833333333333333,0.6,0.6,0.0,0.75,0.6666666666666667,0.7417582417582417,0.6,0.6,-1.0,1.0,0.6578947368421053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_17377,yelp_2_188,yellow_pages_1_17377-yelp_2_188,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21088435374149656,0.0,0.0,-1.0,0.0,0.5572916666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7928651059085842,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.4375,0.18367346938775517,0.14285714285714285,0.14285714285714285,-1.0,0.3333333333333333,0.04666666666666672,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138242514653542,0.0
yellow_pages_1_28547,yelp_2_188,yellow_pages_1_28547-yelp_2_188,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14761904761904768,0.0,0.0,-1.0,0.0,0.46875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9086213303604608,0.0,0.125,0.0,0.125,0.0,0.0,0.4,0.15428571428571428,0.0,0.0,-1.0,0.0,0.1746031746031747,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.5,0.30000000000000004,0.5950806385302996,0.0
yellow_pages_1_13583,yelp_2_188,yellow_pages_1_13583-yelp_2_188,False,0.1707752496394485,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1845238095238096,0.3333333333333333,0.3333333333333333,-1.0,1.0,0.5446428571428571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9434410999628391,0.0,0.33333333333333337,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.5714285714285714,0.2295918367346939,0.0,0.0,-1.0,0.0,0.21212121212121215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.5,0.30000000000000004,0.5123865011217741,0.0
yellow_pages_1_14488,yelp_2_188,yellow_pages_1_14488-yelp_2_188,False,0.09754169586014244,1.0,1.0,1.0,1.0,1.0,1.0,0.10091145833333334,0.18181818181818182,0.18181818181818182,-1.0,1.0,0.3422619047619047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9029728725380899,0.0,0.07407407407407407,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.4736842105263158,0.24107142857142858,0.14285714285714285,0.14285714285714285,-1.0,0.3333333333333333,0.27777777777777785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.16666666666666663,0.5119283943946531,0.0
yellow_pages_1_8623,yelp_2_190,yellow_pages_1_8623-yelp_2_190,True,0.7811407676048391,1.0,1.0,1.0,1.0,1.0,1.0,0.10682957393483716,0.0,0.0,-1.0,1.0,0.2473958333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8742857142857142,0.8,0.8,-1.0,1.0,0.6614583333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_27108,yelp_2_190,yellow_pages_1_27108-yelp_2_190,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21174863387978138,0.0,0.0,-1.0,0.7142857142857143,0.31696428571428564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8582311408398364,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.5384615384615384,0.391304347826087,0.0,0.0,-1.0,0.0,0.22619047619047622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.11111111111111116,0.5947282487402066,0.0
yellow_pages_1_14581,yelp_2_190,yellow_pages_1_14581-yelp_2_190,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16607142857142856,0.0,0.0,-1.0,0.8571428571428571,0.3359375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.879933110367893,0.0,0.1875,0.25,0.25,0.0,0.5,0.33333333333333337,0.2295918367346939,0.14285714285714285,0.14285714285714285,-1.0,0.25,0.22619047619047622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.2,0.09999999999999998,0.5127623835645402,0.0
yellow_pages_1_23245,yelp_2_190,yellow_pages_1_23245-yelp_2_190,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14351851851851857,0.0,0.0,-1.0,0.8571428571428571,0.31249999999999994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8493496841322928,0.0,0.16000000000000003,0.2,0.2,0.0,0.5,0.4285714285714286,0.29670329670329665,0.0,0.0,-1.0,0.0,0.22619047619047622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.2,0.08333333333333337,0.6301786616235772,0.0
yellow_pages_1_24781,yelp_2_190,yellow_pages_1_24781-yelp_2_190,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18749999999999997,0.0,0.0,-1.0,0.8571428571428571,0.3928571428571429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9202155332590115,0.0,0.17391304347826086,0.2,0.2,0.0,0.5,0.4285714285714286,0.3857142857142858,0.0,0.0,-1.0,0.0,0.13333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.4,0.25,0.8284566501826554,0.0
yellow_pages_1_7888,yelp_2_191,yellow_pages_1_7888-yelp_2_191,True,0.9583932504930891,1.0,1.0,1.0,1.0,1.0,1.0,0.2825520833333333,0.0,0.5,-1.0,0.8333333333333334,0.42045454545454547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8385093167701864,0.8,0.8,-1.0,1.0,0.7499999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_8772,yelp_2_191,yellow_pages_1_8772-yelp_2_191,False,0.1546112079943893,0.0,0.0,0.0,0.0,0.0,0.0,0.19237588652482268,0.0,0.25,-1.0,0.8333333333333334,0.24999999999999994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9896321070234114,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18367346938775517,0.125,0.125,-1.0,0.25,0.3157894736842106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571429,0.0,0.0,0.0,0.25,0.11111111111111116,0.9993539520514959,0.0
yellow_pages_1_21292,yelp_2_191,yellow_pages_1_21292-yelp_2_191,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20182291666666669,0.0,0.0,-1.0,0.8333333333333334,0.26953125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9775919732441471,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.3571428571428571,0.21428571428571425,0.125,0.125,-1.0,0.25,0.27777777777777785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6306954999823805,0.0
yellow_pages_1_17765,yelp_2_191,yellow_pages_1_17765-yelp_2_191,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15816326530612249,0.0,0.0,-1.0,0.8333333333333334,0.26953125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9894463024897807,0.0,0.07692307692307687,0.0,0.0,0.0,0.0,0.25,0.29670329670329665,0.0,0.0,-1.0,0.0,0.37280701754385964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.09999999999999998,0.7938049874901625,0.0
yellow_pages_1_18704,yelp_2_191,yellow_pages_1_18704-yelp_2_191,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11742424242424247,0.0,0.0,-1.0,0.6666666666666666,0.4097222222222222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9894463024897807,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.375,0.24884792626728117,0.0,0.0,-1.0,0.0,0.32936507936507936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.2,0.09999999999999998,0.7938049874901625,0.0
yellow_pages_1_6395,yelp_2_195,yellow_pages_1_6395-yelp_2_195,True,0.9133376343794858,1.0,1.0,1.0,1.0,1.0,1.0,0.11231884057971021,0.3333333333333333,0.3333333333333333,-1.0,1.0,0.3625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.4242424242424242,0.4,0.4,0.0,1.0,0.6875,0.8571428571428572,0.8,0.8,-1.0,1.0,0.7291666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_17765,yelp_2_195,yellow_pages_1_17765-yelp_2_195,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07908163265306117,0.0,0.0,-1.0,1.0,0.22083333333333338,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9705685618729097,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.4,0.24725274725274723,0.0,0.0,-1.0,0.0,0.486842105263158,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.6,0.375,0.7931706858679948,0.0
yellow_pages_1_8945,yelp_2_195,yellow_pages_1_8945-yelp_2_195,False,0.6098713732377902,1.0,1.0,1.0,1.0,1.0,1.0,0.02452531645569619,0.0,0.0,-1.0,1.0,0.14999999999999994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9966555183946488,0.0,0.5294117647058824,0.25,0.25,0.0,0.5,0.6923076923076923,0.7499999999999999,0.5,0.5,-1.0,0.75,0.7291666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_18704,yelp_2_195,yellow_pages_1_18704-yelp_2_195,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23484848484848478,0.0,0.0,-1.0,0.5,0.17361111111111108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9705685618729097,0.0,0.23809523809523814,0.0,0.0,0.0,0.0,0.4375,0.24884792626728117,0.0,0.1111111111111111,-1.0,0.0,0.6008771929824561,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16666666666666663,0.0,0.0,0.0,0.6,0.375,0.7931706858679948,0.0
yellow_pages_1_3823,yelp_2_195,yellow_pages_1_3823-yelp_2_195,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05218855218855224,0.0,0.0,-1.0,1.0,0.18750000000000006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9161278335191378,0.0,0.23809523809523814,0.2,0.2,0.0,0.5,0.7692307692307692,0.36000000000000004,0.25,0.25,-1.0,0.5,0.37280701754385964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.125,0.6546814983613874,0.0
yellow_pages_1_7564,yelp_2_197,yellow_pages_1_7564-yelp_2_197,True,0.8133723576837724,1.0,1.0,1.0,1.0,1.0,1.0,0.09785353535353541,0.1111111111111111,0.1111111111111111,-1.0,1.0,0.3625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,0.8,0.8,-1.0,1.0,0.796875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_1408,yelp_2_197,yellow_pages_1_1408-yelp_2_197,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13495024875621886,0.0,0.0,-1.0,0.75,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9283909327387588,0.0,0.23076923076923073,0.0,0.0,0.0,0.625,0.3571428571428571,0.1928571428571429,0.125,0.125,-1.0,0.25,0.45833333333333337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.0,0.0,0.0,0.3333333333333333,0.1428571428571429,0.40527175125979353,0.0
